dotty, 4059, 2018-03-02T08:55:09Z, 4b1b9e1, 34065.0465, Fri Mar  2 10:30:01 CET 2018, 82506.170 40789.786 36679.872 36186.739 36455.318 35069.503 34801.511 34723.550 35594.142 34436.332 34607.883 34492.749 35326.956 34349.824 34372.236 35097.960 35486.986 34090.910 34091.962 34324.206 34945.733 34308.659 34006.428 34080.320 34540.473 34155.243 33919.875 33944.527 34424.515 33934.420 , 33921.236 34071.029 34482.341 34094.150 33934.883 34090.670 34598.747 34043.643 33973.178 34086.047 34740.967 34094.750 34023.881 34059.064 34594.026 33915.626 33977.630 33860.627 34494.791 34037.133
opts/Vector.scala, 4059, 2018-03-02T08:55:09Z, 4b1b9e1, 571.057, Fri Mar  2 11:04:49 CET 2018, 7598.496 2262.277 2419.983 2026.174 1758.764 1330.042 1328.736 1104.282 1116.544 1043.324 822.406 756.461 727.755 705.095 683.724 663.504 688.249 622.692 629.840 624.521 7231.776 3254.316 2496.844 2129.977 1904.192 1678.266 1422.081 1364.232 1232.756 1039.925 877.822 1013.947 792.757 693.888 682.479 650.516 653.229 649.106 618.479 615.715 8004.123 2638.644 1939.908 1905.068 1465.138 1152.329 1003.070 914.616 1120.332 1068.140 820.578 913.101 713.402 690.000 692.467 736.673 648.147 658.853 638.159 637.532 , 611.018 602.106 600.121 613.897 584.509 588.924 576.988 577.680 571.679 561.671 580.640 558.418 567.892 570.517 578.701 556.200 567.506 584.283 600.474 542.655 541.873 712.172 551.594 550.301 534.173 541.833 532.342 537.959 551.397 531.760 619.464 595.127 592.490 594.973 602.268 576.632 578.070 602.584 833.840 576.877 568.080 581.944 554.255 553.694 571.243 672.110 592.848 580.937 621.408 563.792 537.077 551.577 538.224 535.999 537.895 547.006 534.451 535.026 554.849 537.287 762.557 615.591 632.738 596.617 595.047 593.787 709.115 583.500 592.080 587.743 572.685 570.706 570.871 579.880 568.694 562.448 628.248 558.606 561.224 558.323 569.550 554.585 555.413 563.476 547.702 552.184 592.227 576.347 547.299 544.698
tests/empty-class.scala, 4059, 2018-03-02T08:55:09Z, 4b1b9e1, 63.0645, Fri Mar  2 11:06:00 CET 2018, 2419.366 335.214 228.732 181.593 156.061 132.282 155.283 135.694 95.275 79.928 76.656 71.684 70.034 68.883 69.040 72.869 67.960 68.934 66.559 66.988 66.358 66.735 66.522 66.927 65.502 64.672 68.701 64.329 65.148 64.778 , 65.058 64.322 64.842 64.265 64.532 62.979 63.804 62.684 64.767 62.703 63.117 63.045 63.084 63.023 63.700 61.887 62.826 61.906 62.548 62.540
tests/empty-object.scala, 4059, 2018-03-02T08:55:09Z, 4b1b9e1, 64.499, Fri Mar  2 11:07:10 CET 2018, 2463.076 404.351 225.763 175.327 151.678 152.664 160.141 150.970 131.175 111.058 94.335 81.097 72.664 72.223 71.088 80.337 72.470 71.901 70.292 68.829 69.173 67.555 67.273 71.945 66.786 67.736 67.802 67.384 66.589 66.378 , 65.444 66.864 65.293 66.027 65.412 64.560 64.438 64.577 67.151 65.716 64.419 63.261 65.771 62.522 63.600 62.636 63.094 62.186 63.341 62.365
tests/empty-file.scala, 4059, 2018-03-02T08:55:09Z, 4b1b9e1, 44.224, Fri Mar  2 11:08:17 CET 2018, 1856.186 221.078 125.377 108.219 86.214 70.077 58.595 60.458 53.813 50.453 48.124 46.868 47.748 46.901 46.788 46.347 48.217 46.234 48.193 46.750 46.972 47.089 46.180 45.467 44.997 45.268 45.021 44.860 45.547 44.015 , 45.771 44.086 44.599 43.932 44.808 58.464 47.931 45.547 43.689 44.869 43.651 44.907 43.686 44.620 44.060 44.273 44.175 43.595 44.151 43.584
tests/patmatexhaust.scala, 4059, 2018-03-02T08:55:09Z, 4b1b9e1, 304.5725, Fri Mar  2 11:12:28 CET 2018, 5117.134 2190.970 1326.018 1120.004 925.665 760.075 743.586 723.110 525.398 622.760 475.751 574.220 553.758 487.633 408.763 381.519 378.510 368.218 370.829 369.086 5324.135 2317.017 1349.162 1190.181 1016.804 892.091 839.846 931.853 845.831 716.241 699.579 590.199 556.566 423.680 467.764 548.094 408.597 367.631 342.895 346.963 5070.192 1730.766 1613.910 1144.894 1000.983 1034.256 764.425 778.087 569.034 524.590 516.836 508.783 443.693 419.979 406.457 423.251 453.093 416.880 406.329 380.217 , 454.686 349.371 349.318 333.890 369.268 348.903 327.076 375.228 329.546 320.266 309.233 322.745 399.785 313.414 309.051 304.264 302.834 304.528 317.078 301.117 327.324 304.617 383.941 311.910 295.186 292.356 293.661 293.427 288.203 288.390 283.488 282.235 291.822 282.565 278.925 298.122 301.311 278.404 287.087 278.704 346.290 335.366 340.248 335.688 325.667 327.741 335.875 318.000 314.084 380.015 463.647 320.373 335.785 414.007 344.046 362.913 313.075 297.712 336.788 307.025 297.801 292.942 314.647 292.580 299.180 292.744 293.095 289.828 294.151 294.485 286.027 293.272 286.207 353.441 293.716 283.443 279.823 286.530 279.332 280.483 343.426 355.763 342.779 338.242 371.268 328.571 358.029 314.494 310.536 309.641 303.352 301.895 334.225 310.636 302.991 303.010 293.249 305.217 344.945 343.732 312.345 300.135 351.844 316.145 297.936 284.717 281.540 321.176 289.079 294.310 290.620 277.547 283.395 276.456 275.391 284.407 277.309 273.784 287.370 273.889
tests/exhaustivity-I.scala, 4059, 2018-03-02T08:55:09Z, 4b1b9e1, 164.5505, Fri Mar  2 11:16:18 CET 2018, 3834.389 1431.719 819.404 722.556 511.256 441.414 381.954 326.071 349.817 385.702 303.565 296.748 309.599 285.849 218.615 203.240 202.367 255.172 216.541 204.936 3895.724 1226.306 960.432 850.533 699.547 605.001 539.263 468.702 375.234 291.872 261.187 244.634 232.612 224.648 219.328 207.870 214.338 259.100 255.959 201.295 4054.858 1267.591 1003.723 849.824 725.546 614.073 538.804 424.021 313.975 281.741 321.205 250.649 240.262 235.284 287.812 208.485 221.775 197.575 187.112 223.041 , 228.503 193.621 183.608 182.891 179.206 177.192 179.298 179.381 175.283 177.657 174.195 170.964 172.118 172.161 169.098 170.354 169.007 171.014 164.927 164.571 165.801 162.472 164.953 163.312 162.849 162.950 160.586 163.014 161.629 161.064 161.118 157.874 158.403 156.913 156.184 157.027 156.006 156.439 155.116 155.197 190.741 179.372 183.832 175.132 169.672 170.261 170.488 166.568 165.465 163.977 162.461 164.191 165.207 167.224 165.943 194.472 173.570 165.621 158.981 159.152 171.784 160.324 176.450 160.853 156.188 152.130 154.081 154.267 153.671 154.866 151.869 152.572 151.091 151.926 152.855 151.117 151.716 149.950 149.412 152.090 182.815 178.871 175.027 176.226 167.847 171.435 171.006 166.343 168.123 175.002 166.965 165.370 165.596 167.717 204.484 175.641 164.530 160.984 160.399 161.994 187.884 173.313 181.041 170.516 159.999 154.797 153.940 174.882 157.897 154.830 152.573 151.429 152.875 152.793 152.846 151.005 152.219 152.339 151.474 151.546
tests/exhaustivity-S.scala, 4059, 2018-03-02T08:55:09Z, 4b1b9e1, 272.753, Fri Mar  2 11:20:14 CET 2018, 4010.174 1179.072 615.428 793.893 522.334 509.151 535.288 525.642 323.529 308.025 295.063 290.726 285.813 275.033 270.242 268.447 264.775 260.943 255.812 255.615 3897.948 1454.627 716.268 839.717 559.284 444.571 400.131 372.623 423.376 552.745 366.729 348.192 434.778 306.168 301.469 298.490 297.647 296.985 293.235 297.102 3983.029 1866.734 1082.611 674.562 479.162 608.363 528.293 436.012 356.812 347.722 339.374 328.015 316.799 313.926 306.444 305.808 302.492 299.887 301.944 293.300 , 257.897 257.804 255.030 252.612 256.899 255.075 246.370 246.209 248.642 250.834 263.115 294.517 250.367 241.835 246.890 243.937 244.003 241.857 243.092 245.349 243.018 244.413 289.754 245.497 240.562 246.221 251.370 246.655 252.627 240.507 242.556 255.462 246.647 243.414 249.408 242.112 246.613 265.951 243.074 239.422 306.695 288.416 311.813 307.358 313.716 278.794 295.651 289.937 280.361 317.301 283.775 279.270 285.279 273.499 274.258 280.401 271.797 275.539 271.493 272.298 269.515 346.553 279.326 281.831 272.429 269.385 267.798 269.309 276.038 273.442 267.916 267.727 266.896 268.610 267.655 269.224 268.616 267.780 272.455 264.599 289.607 290.325 292.677 287.468 298.316 301.292 292.979 289.337 282.077 280.021 279.993 283.016 284.455 280.238 277.999 276.614 284.702 285.941 278.646 277.532 280.303 284.782 276.590 275.371 280.274 274.999 274.033 275.527 279.953 282.079 272.755 276.269 275.138 274.302 273.761 272.751 272.740 270.804 272.530 273.432
tests/exhaustivity-T.scala, 4059, 2018-03-02T08:55:09Z, 4b1b9e1, 931.263, Fri Mar  2 11:25:48 CET 2018, 5059.314 2062.582 1589.670 1434.576 1538.727 1232.988 1199.092 1094.894 1075.001 1049.380 1049.697 1042.881 1020.248 1051.467 1043.816 1000.465 995.843 1068.259 1125.470 974.423 4909.097 2222.057 1449.362 1313.583 1557.512 1215.760 1290.012 1196.985 1153.616 1116.663 1172.156 1135.213 1042.297 1015.044 1023.326 1024.589 1003.754 1005.004 1006.425 1064.597 5374.052 2420.952 1273.699 1164.570 1443.703 1089.297 1106.376 1050.407 1012.600 1001.257 982.547 962.606 943.262 936.323 964.017 959.796 913.340 895.999 893.308 934.260 , 972.004 951.236 957.033 951.803 1000.281 986.354 988.704 966.668 955.562 939.075 937.352 931.711 933.705 937.836 962.726 931.882 937.107 928.764 929.630 930.196 952.881 929.957 923.933 944.540 925.914 926.372 917.877 922.237 946.436 949.818 917.652 921.394 931.285 917.344 917.878 913.281 915.660 927.427 917.860 928.098 987.120 980.354 978.631 990.088 981.625 978.975 962.594 969.110 954.957 954.363 951.911 953.203 951.020 950.037 944.208 976.638 943.837 938.961 947.373 937.600 941.301 980.292 935.898 952.407 942.552 947.043 934.777 940.580 945.301 935.821 936.409 958.978 934.766 931.152 928.066 934.363 931.241 928.578 947.668 928.480 905.625 914.458 892.070 899.727 904.720 874.553 871.904 867.785 891.580 997.925 885.393 895.799 882.387 870.137 860.511 863.180 884.086 864.220 856.737 858.137 856.017 870.637 860.831 858.328 851.448 854.430 874.662 855.824 859.058 1072.848 869.600 866.532 853.447 868.358 862.948 847.555 849.281 851.237 990.623 859.207
tests/exhaustivity-V.scala, 4059, 2018-03-02T08:55:09Z, 4b1b9e1, 1733.8585, Fri Mar  2 11:31:37 CET 2018, 5203.983 3308.275 2220.385 2122.097 2094.884 1932.637 1919.906 1870.142 1844.402 1880.028 1834.420 1923.993 1864.430 1828.747 1810.487 1921.760 1823.250 1816.938 1990.684 1814.698 5112.372 2437.729 1999.625 1637.298 1819.141 1665.714 1610.737 1601.291 1553.794 1632.361 1712.046 1653.098 1510.119 1493.609 1502.843 1514.375 1507.718 1492.647 1805.920 1477.362 5310.184 2946.288 2632.189 2334.555 2489.769 2426.189 2252.442 2165.443 2026.397 2059.825 2018.165 2025.577 2013.532 1968.006 1967.878 1964.358 1958.037 1925.068 1938.602 1934.402 , 1742.749 1738.574 1735.834 1749.368 1840.262 1784.344 1716.878 1727.558 1735.362 1727.398 1737.989 1740.566 2052.836 1733.991 1747.474 1735.964 1733.726 1730.338 1737.147 1712.216 1720.673 1722.138 1742.967 1716.109 1891.024 1750.605 1727.679 1719.770 1741.859 1713.098 1723.342 1702.473 1725.217 1726.106 1746.795 1724.792 1716.364 1700.284 1951.023 1717.800 1482.468 1461.964 1564.066 1475.106 1449.767 1453.211 1453.168 1460.507 1468.169 1489.023 1522.742 1445.341 1452.712 1444.929 1468.498 1493.545 1446.760 1435.127 1448.197 1444.868 1446.210 1440.443 1452.122 1443.392 1449.740 1440.771 1440.361 1445.555 1427.280 1436.150 1437.420 1455.776 1435.262 1435.287 1433.644 1432.650 1427.600 1423.387 1428.928 1445.716 1933.137 1935.113 1931.449 1941.161 1930.393 1946.190 2080.305 1997.284 1922.121 1914.751 1933.677 1915.581 1915.448 1915.389 1950.319 1956.528 1911.599 2171.692 1904.882 1897.852 1903.418 1901.163 1892.676 1900.004 1903.742 1897.222 1904.866 1901.463 1894.080 1914.767 1887.965 1889.113 1959.258 1895.752 1892.234 1896.539 2037.501 1875.543 1952.096 1903.775
tests/implicitNums.scala, 4059, 2018-03-02T08:55:09Z, 4b1b9e1, 769.9455, Fri Mar  2 11:33:19 CET 2018, 7005.592 3280.773 2363.695 1963.310 1610.143 1409.416 1241.388 1151.392 1106.802 1142.023 947.308 905.201 856.178 848.448 825.050 796.971 802.275 784.965 787.509 788.279 788.426 776.182 795.962 779.553 776.397 767.319 771.217 771.846 774.354 778.908 , 796.829 765.464 774.523 779.386 817.307 810.308 790.112 765.722 768.870 764.740 770.750 775.006 797.372 762.171 767.371 771.546 765.821 761.339 769.141 760.888
opts/implicitNums.scala, 4059, 2018-03-02T08:55:09Z, 4b1b9e1, 751.8025, Fri Mar  2 11:35:00 CET 2018, 7249.354 3228.946 2282.883 1691.509 1535.621 1305.104 1150.806 1194.017 1043.943 943.133 880.897 874.529 824.230 814.555 796.733 785.096 792.907 774.850 784.148 773.387 769.930 776.437 767.808 759.660 765.089 769.518 756.482 760.597 759.006 777.770 , 756.088 754.443 776.715 762.744 753.697 793.113 749.363 743.433 747.777 751.608 741.726 752.870 742.353 741.732 747.195 755.093 754.520 743.913 741.297 751.997
