dotty, 3262, 2017-10-05T07:06:03Z, 1e90e31, 37342.171, Thu Oct  5 09:29:53 CEST 2017, 81122.409 44018.002 40321.238 38973.763 38926.770 38644.164 37664.021 37889.529 37848.189 37693.295 , 37957.848 37306.174 37613.019 37937.045 38282.654 37071.636 37389.010 37378.168 38985.591 36808.919 37100.871 37522.186 38010.096 36744.144 37109.193 37184.405 38282.233 36714.328 37259.036 37241.901
tests/exhaustivity-S.scala, 3262, 2017-10-05T07:06:03Z, 1e90e31, 335.423, Thu Oct  5 09:52:49 CEST 2017, 4210.895 1452.997 1234.602 916.715 614.292 713.836 476.346 592.132 465.068 463.773 436.132 426.605 450.562 433.013 391.776 363.277 365.718 364.496 361.621 357.390 4157.811 1310.890 821.380 769.133 525.605 459.478 424.663 386.494 372.062 358.778 358.959 427.695 338.761 328.610 325.105 321.768 321.036 321.150 316.619 319.996 4509.935 1532.499 1045.931 920.808 772.842 601.674 566.546 465.531 429.182 405.141 385.307 384.714 372.647 404.312 359.990 357.936 355.168 354.551 351.383 347.410 , 372.148 367.977 372.875 371.414 355.465 351.835 353.172 351.677 348.897 359.719 358.424 347.556 347.739 345.302 348.607 344.689 343.585 342.360 342.399 345.617 345.498 340.244 342.394 342.202 343.687 346.594 340.399 339.240 340.056 340.376 338.520 338.789 340.249 340.479 337.033 337.804 339.181 336.740 337.356 336.199 330.262 309.674 308.592 309.614 307.190 305.271 306.813 321.623 320.000 302.219 301.302 301.585 300.170 300.048 299.003 299.398 304.706 299.577 298.582 297.287 297.405 301.250 312.068 300.644 297.267 295.069 293.770 294.945 293.968 294.600 295.302 295.231 295.964 296.198 295.486 292.856 298.428 292.065 293.665 292.923 349.208 350.015 347.285 341.953 347.714 345.263 341.946 339.497 340.278 339.361 348.990 345.154 335.050 342.813 422.803 391.585 340.021 332.612 332.376 335.633 368.840 339.748 331.191 331.307 353.058 334.270 331.325 332.341 335.213 328.709 329.295 327.711 329.158 328.673 328.355 327.467 330.362 326.182 326.180 324.967
tests/exhaustivity-T.scala, 3262, 2017-10-05T07:06:03Z, 1e90e31, 1004.766, Thu Oct  5 09:57:20 CEST 2017, 5215.754 2108.303 1479.807 1418.287 1594.647 1245.029 1543.691 1262.292 1191.787 1184.550 1231.786 1152.930 1069.966 1046.648 1043.275 1039.150 1037.724 1034.178 1030.490 1022.606 4949.507 2710.230 1938.731 1640.589 1659.933 1420.853 1253.086 1232.004 1174.919 1210.399 1145.768 1131.092 1114.397 1106.342 1162.897 1200.589 1124.684 1091.349 1068.644 1074.759 4865.322 1985.447 1507.281 1656.116 1519.258 1361.253 1231.707 1196.811 1148.915 1116.157 1114.789 1067.096 1060.850 1045.892 1043.016 1034.820 1029.013 1019.852 1019.419 1015.082 , 1010.677 1018.102 1073.970 1001.536 1001.456 989.799 1005.593 988.814 985.359 989.967 1007.749 1000.720 1006.869 979.297 982.574 1037.430 1010.594 995.267 1081.451 985.511 974.031 967.176 972.387 979.607 970.333 1126.441 974.925 967.067 961.489 967.466 962.683 964.130 974.027 971.182 969.660 983.208 961.457 959.622 977.314 961.581 1066.950 1067.588 1060.791 1104.282 1050.863 1049.017 1053.823 1048.594 1046.559 1043.845 1036.440 1040.513 1043.537 1034.197 1040.300 1042.900 1051.982 1030.377 1033.586 1031.939 1028.820 1032.083 1063.455 1110.045 1039.259 1038.243 1045.500 1025.026 1020.506 1015.202 1018.110 1064.600 1019.757 1019.525 1017.129 1015.450 1015.002 1017.552 1023.786 1023.501 1028.103 1001.037 992.110 992.707 989.528 977.539 982.345 1004.173 994.788 1005.359 1024.185 1025.799 1024.613 1019.535 1044.526 1124.925 968.229 961.569 969.761 1072.068 975.133 958.027 973.700 952.963 949.284 975.907 958.883 952.900 952.158 1021.561 951.483 948.263 949.788 949.028 945.881 946.233 947.786 946.979 948.858 944.766
tests/exhaustivity-V.scala, 3262, 2017-10-05T07:06:03Z, 1e90e31, 2447.791, Thu Oct  5 10:05:02 CEST 2017, 6534.968 3444.523 2708.992 2889.454 3301.868 3122.122 2818.291 2642.653 2649.254 2711.404 2610.870 2591.584 2644.167 2510.542 2546.980 2619.700 2572.196 2688.530 2470.253 2473.992 6723.653 3284.031 3286.813 3053.791 3094.216 3244.212 2880.496 2775.868 2679.853 2647.664 2633.902 2673.259 2721.088 2667.505 3101.032 2643.291 2667.887 2667.141 2661.179 2619.324 6635.515 3542.268 2756.275 2620.013 2686.862 2507.597 2414.809 2295.352 2266.360 2316.122 2418.782 2231.136 2218.977 2219.252 2232.402 2281.673 2293.309 2507.251 2230.397 2203.730 , 2466.842 2479.216 2469.759 2476.666 2475.096 2502.766 2505.518 2453.813 2478.207 2449.021 2461.936 2458.363 2444.940 2450.471 2458.501 2449.311 2446.561 2442.400 2438.467 2444.313 2434.615 2439.381 2455.149 2439.659 2437.437 2449.162 2440.600 2444.550 2433.295 2456.363 2439.304 2435.519 2438.143 2435.283 2456.822 2443.027 2424.918 2426.819 2613.071 2420.623 2581.655 2609.448 2592.440 2625.179 2563.200 2566.448 2576.423 2582.677 2574.949 2558.589 2544.134 2572.941 2559.910 2547.735 2556.681 2555.867 2556.047 2560.070 2557.401 2590.071 2683.840 2567.531 2544.979 2549.402 2543.066 2533.908 2552.772 2558.540 2550.807 2536.541 2538.828 2544.248 2538.810 2568.145 2559.698 2552.815 2589.902 2544.699 2566.231 2553.378 2192.043 2195.093 2157.837 2184.329 2162.083 2159.645 2150.383 2151.934 2155.212 2216.989 2286.549 2158.761 2146.148 2185.430 2145.632 2169.625 2156.481 2176.230 2187.217 2155.240 2148.680 2140.658 2153.171 2140.367 2130.726 2130.393 2150.227 2162.200 2136.407 2147.167 2140.172 2141.596 2147.512 2163.311 2168.316 2139.858 2151.399 2136.603 2137.833 2138.042
tests/implicitNums.scala, 3262, 2017-10-05T07:06:03Z, 1e90e31, 793.7025, Thu Oct  5 10:06:00 CEST 2017, 7223.558 3015.784 2161.005 2539.298 2260.373 1471.016 1287.810 1383.014 1040.973 859.677 , 828.293 821.717 852.634 855.431 803.733 799.322 807.337 796.237 791.168 824.903 798.006 782.827 788.020 775.958 774.646 791.054 777.697 770.890 781.874 770.929
dotty, 3262, 2017-10-05T10:42:48Z, 1e90e31, 36924.3505, Thu Oct  5 13:06:25 CEST 2017, 82602.949 45654.679 39563.945 38639.171 38171.139 38298.612 37375.812 37391.818 37415.499 37360.034 , 37559.050 36923.362 37141.573 37245.582 37677.990 36745.437 36691.966 37267.832 37682.354 36840.660 36264.141 36925.339 37601.525 36452.673 36231.386 37110.730 37483.854 36456.906 36523.728 36835.160
tests/scala-library, 3262, 2017-10-05T10:42:48Z, 1e90e31, 6019.6345, Thu Oct  5 13:09:59 CEST 2017, 23744.968 13312.021 8636.536 6984.732 7064.760 6467.641 6409.539 6301.114 6208.692 6219.667 , 6129.316 6156.279 6122.970 6076.840 6104.825 6055.145 6071.876 6014.140 6061.587 6025.129 5969.675 6060.520 5981.413 5962.147 5966.202 5969.756 5956.895 5931.759 5966.498 5964.070
tests/implicit_cache.scala, 3262, 2017-10-05T10:42:48Z, 1e90e31, 122.335, Thu Oct  5 13:10:35 CEST 2017, 3071.635 521.485 427.971 386.325 419.280 351.223 296.288 243.249 214.570 141.747 , 140.509 131.874 131.742 126.741 127.725 129.889 131.404 124.908 128.539 119.762 135.546 118.334 117.962 116.585 118.597 117.911 113.825 115.013 113.372 115.569
tests/implicit-scope-loop.scala, 3262, 2017-10-05T10:42:48Z, 1e90e31, 127.6035, Thu Oct  5 13:11:11 CEST 2017, 2953.327 617.571 433.865 339.458 379.711 345.457 268.931 248.150 214.456 210.521 , 156.252 150.532 135.985 133.906 129.550 131.470 131.895 126.936 127.686 125.323 127.521 128.666 122.603 120.999 120.302 123.437 134.663 124.010 125.197 123.919
tests/i1535.scala, 3262, 2017-10-05T10:42:48Z, 1e90e31, 151.612, Thu Oct  5 13:11:49 CEST 2017, 3390.054 712.335 593.945 573.764 513.935 404.639 294.894 258.375 307.259 276.333 , 213.033 173.594 162.654 159.599 158.870 155.165 160.314 159.507 155.148 149.995 153.229 148.598 146.625 148.354 143.993 143.560 145.888 145.100 139.165 142.490
tests/i1687.scala, 3262, 2017-10-05T10:42:48Z, 1e90e31, 98.903, Thu Oct  5 13:12:24 CEST 2017, 2681.996 444.456 330.406 391.958 254.892 232.359 159.638 128.151 155.697 113.376 , 114.555 108.742 105.784 105.916 114.525 114.263 101.412 99.602 98.204 106.272 100.141 96.336 94.703 95.493 94.094 93.563 95.368 93.667 95.063 93.230
tests/Vector.scala, 3262, 2017-10-05T10:42:48Z, 1e90e31, 606.256, Thu Oct  5 13:16:09 CEST 2017, 7278.742 2561.032 2102.607 2003.140 1485.022 1344.416 1278.819 1150.063 1097.163 934.924 947.239 829.764 809.721 789.724 768.278 882.741 695.861 680.737 669.252 679.656 6555.539 1993.556 1870.309 1501.677 1393.644 1094.546 1231.086 957.601 1130.706 936.607 910.601 836.254 1079.566 822.904 709.899 714.947 683.104 758.101 689.876 697.735 7637.346 2908.613 2017.167 1433.929 1211.535 1211.030 1081.199 1028.826 1025.113 1413.826 1193.246 884.110 792.280 769.730 807.992 785.780 721.785 710.312 676.915 787.175 , 666.192 647.953 666.715 642.681 627.790 714.398 661.924 616.995 693.338 632.645 615.531 608.160 602.719 616.410 644.094 618.643 640.656 598.957 593.106 587.689 598.852 594.314 649.967 763.132 590.052 594.264 612.456 601.953 589.352 580.924 647.026 639.867 915.927 645.881 624.658 612.784 665.362 599.555 606.596 616.466 588.640 589.234 605.296 607.097 588.782 605.164 600.405 589.816 577.917 573.757 583.776 579.028 575.501 590.683 567.314 575.784 571.224 593.518 566.256 565.378 653.137 661.166 649.201 754.340 714.156 630.778 642.176 644.963 637.747 649.827 629.813 617.789 602.141 614.903 599.535 601.678 600.789 610.553 596.737 594.962 609.169 591.534 585.181 596.581 632.665 589.152 605.916 600.857 586.904 582.329
tests/empty-class.scala, 3262, 2017-10-05T10:42:48Z, 1e90e31, 79.0425, Thu Oct  5 13:16:44 CEST 2017, 2396.237 342.738 240.443 278.216 242.280 167.531 147.890 148.657 108.815 86.325 , 93.611 83.559 80.520 82.021 80.022 81.299 80.671 82.845 79.040 79.045 77.609 78.984 78.534 77.889 79.246 78.463 75.863 76.596 75.128 77.321
tests/empty-object.scala, 3262, 2017-10-05T10:42:48Z, 1e90e31, 79.204, Thu Oct  5 13:17:19 CEST 2017, 2460.676 405.756 270.807 216.975 174.146 168.796 166.531 115.284 101.219 86.640 , 87.697 81.882 83.506 80.973 81.388 80.176 78.865 79.934 97.259 79.178 78.088 79.230 77.227 78.353 76.746 78.068 76.629 78.500 77.132 82.355
tests/empty-file.scala, 3262, 2017-10-05T10:42:48Z, 1e90e31, 61.346, Thu Oct  5 13:17:53 CEST 2017, 1971.711 281.096 200.579 156.502 132.405 156.482 131.027 115.085 84.368 66.193 , 66.047 64.508 64.580 64.193 62.408 63.366 61.204 65.653 60.541 61.921 61.823 59.777 61.214 59.735 61.209 59.464 60.979 59.302 61.478 60.950
tests/patmatexhaust.scala, 3262, 2017-10-05T10:42:48Z, 1e90e31, 326.037, Thu Oct  5 13:21:50 CEST 2017, 5480.952 1693.156 1310.631 1252.777 1218.173 1182.117 885.221 810.747 757.110 631.398 511.351 506.089 468.229 494.717 445.788 418.004 408.264 397.496 397.690 378.885 5239.154 2130.507 1563.094 1224.948 1252.255 1289.679 1028.098 772.413 895.168 656.560 686.778 631.849 586.511 452.540 640.205 503.860 500.806 399.137 426.130 390.723 5361.322 2170.907 1667.251 1437.829 1190.997 1185.464 890.693 709.121 820.017 790.235 554.422 534.679 669.196 600.347 549.166 438.443 534.781 402.105 408.636 395.795 , 404.442 379.937 359.976 358.282 366.161 357.924 343.596 343.253 339.376 346.099 331.955 328.342 337.951 330.121 324.753 327.285 320.876 336.460 351.728 343.229 379.711 348.874 310.419 334.266 362.850 379.073 308.126 324.326 315.504 303.333 314.564 307.184 301.738 307.804 300.560 302.660 309.157 295.438 305.958 294.868 380.221 371.907 371.404 367.051 355.984 353.406 355.978 344.490 342.482 342.791 349.177 335.735 347.037 406.607 391.043 417.238 324.789 328.811 320.476 328.451 316.490 313.896 318.002 305.765 307.813 314.155 315.135 303.279 314.626 303.556 307.901 315.047 300.295 334.648 339.176 305.211 309.349 302.904 305.683 298.409 374.660 377.496 369.789 371.965 361.501 359.485 358.409 346.359 360.054 334.634 350.905 342.569 333.710 331.046 329.578 334.317 332.845 321.801 313.482 316.921 321.787 314.787 317.674 307.309 308.551 320.040 312.650 314.899 303.191 302.357 314.387 308.254 304.096 314.524 301.507 301.459 315.702 296.118 304.795 294.622
tests/exhaustivity-I.scala, 3262, 2017-10-05T10:42:48Z, 1e90e31, 193.25, Thu Oct  5 13:25:29 CEST 2017, 4041.391 1193.049 972.904 860.439 637.145 673.123 536.277 363.428 409.957 387.846 293.508 281.488 261.555 263.265 245.554 240.142 230.724 218.765 220.283 216.964 4321.246 1522.791 1189.216 869.803 666.937 541.685 481.732 370.430 340.655 437.191 300.322 275.311 273.776 308.810 323.816 289.338 228.659 215.431 214.280 219.753 4096.360 1641.662 1049.621 798.853 752.761 732.726 494.057 560.607 521.289 468.691 345.604 323.669 290.379 323.884 282.059 235.329 252.572 286.743 217.214 218.665 , 211.968 210.984 211.760 204.586 204.339 204.791 199.562 201.091 198.152 200.365 198.152 196.006 218.731 200.379 194.076 193.677 191.717 194.146 194.418 193.798 195.893 189.286 190.062 191.873 183.923 190.449 187.255 190.376 179.979 188.890 185.772 225.991 183.409 184.973 179.372 180.817 205.867 176.780 180.127 175.432 205.200 206.128 204.826 203.331 199.672 201.949 196.569 197.011 193.401 193.055 195.486 190.695 192.753 188.376 191.263 190.576 199.062 200.891 195.768 190.518 193.269 190.304 191.332 193.231 188.502 182.770 189.367 203.438 212.726 181.042 193.662 202.543 180.433 185.127 180.123 178.890 177.462 195.960 177.094 180.033 216.181 209.794 206.615 209.525 209.833 208.295 207.762 196.328 201.557 195.327 194.415 194.566 192.055 196.876 189.129 187.659 191.946 193.024 202.604 195.965 188.994 192.851 188.711 188.312 183.620 190.517 200.373 196.547 184.225 178.969 177.825 231.139 193.676 187.935 183.597 177.332 179.617 176.724 179.016 176.501
tests/exhaustivity-S.scala, 3262, 2017-10-05T10:42:48Z, 1e90e31, 283.192, Thu Oct  5 13:29:07 CEST 2017, 4294.631 1210.077 811.687 733.935 580.626 519.871 499.852 471.882 343.922 328.617 353.860 363.767 304.691 302.546 296.059 295.058 294.020 292.967 320.835 325.908 4296.856 1282.003 1010.455 723.509 602.584 625.285 431.411 438.711 469.653 465.857 354.813 311.638 307.754 299.689 297.716 295.053 295.830 291.723 289.477 288.004 4131.438 1158.049 767.280 656.823 588.100 559.013 521.786 789.451 775.717 549.266 410.428 398.843 378.860 376.632 367.839 363.877 355.365 356.915 400.277 368.377 , 301.701 290.824 287.245 296.315 293.960 287.167 282.890 284.147 374.371 288.170 283.333 283.133 277.511 277.971 277.296 277.513 283.088 281.131 281.785 276.921 276.087 273.926 273.609 273.801 273.382 273.049 271.938 272.607 270.951 270.830 271.233 271.651 286.241 273.922 306.884 268.487 280.244 270.222 272.711 269.224 283.436 283.224 282.025 281.196 283.160 278.669 275.877 275.411 276.038 297.418 274.581 281.094 283.476 276.882 276.092 283.806 280.884 272.276 270.663 315.613 267.660 267.732 268.766 267.031 267.855 266.790 265.416 266.929 266.047 266.134 266.605 266.293 281.269 298.585 299.354 271.203 272.140 268.953 272.617 263.134 363.911 356.863 363.786 357.375 358.859 357.232 350.061 347.428 347.840 347.076 348.514 346.105 344.953 363.675 433.480 346.799 340.321 341.243 344.336 347.655 336.678 340.302 340.294 338.367 338.129 340.955 342.028 335.670 334.020 335.942 335.475 335.261 333.552 334.988 336.931 339.618 334.340 334.713 333.300 334.870
tests/exhaustivity-T.scala, 3262, 2017-10-05T10:42:48Z, 1e90e31, 871.1825, Thu Oct  5 13:34:19 CEST 2017, 4803.145 1880.625 1578.668 1395.830 1444.690 1445.523 1267.491 1091.183 1092.758 1026.890 964.154 952.293 927.574 920.756 1086.057 904.833 892.063 888.633 886.390 874.787 4938.433 2103.107 1563.894 1199.183 1473.728 1210.613 1178.330 1129.087 1264.279 1222.097 1160.055 1043.686 971.389 980.911 1258.541 983.294 950.787 968.313 927.890 937.948 5142.640 2154.449 1397.506 1417.132 1837.307 1456.616 1122.219 1159.421 1088.722 1000.529 961.623 1143.267 1088.867 1061.934 1027.139 1086.176 1314.013 906.101 893.103 1015.332 , 880.059 900.759 909.293 907.704 868.331 875.269 865.596 865.043 865.067 857.732 862.515 879.582 852.784 871.247 876.970 895.144 851.504 877.203 849.800 871.118 851.088 846.220 850.650 864.602 851.847 878.902 845.439 846.072 849.940 844.334 852.405 1011.832 844.233 846.743 843.463 844.785 839.726 842.230 846.035 838.341 923.581 937.886 927.556 910.622 1027.221 917.077 913.548 892.259 893.337 924.949 907.614 895.633 905.545 893.881 893.696 914.885 891.150 888.489 882.471 887.180 896.634 892.882 888.219 898.305 899.083 883.982 925.833 899.733 878.980 880.356 877.006 873.935 875.420 882.678 888.185 874.873 910.903 877.233 874.609 872.297 934.068 907.291 903.742 892.867 884.338 906.362 864.082 942.572 854.712 856.934 861.884 848.102 854.901 858.721 872.293 866.019 854.903 846.075 847.275 860.455 844.694 853.957 839.444 844.104 842.752 849.069 846.160 839.839 840.040 838.836 846.377 843.432 846.183 838.609 841.101 849.891 844.442 867.063 834.785 837.647
tests/exhaustivity-V.scala, 3262, 2017-10-05T10:42:48Z, 1e90e31, 2349.081, Thu Oct  5 13:41:45 CEST 2017, 6709.751 4045.385 3191.469 3026.100 3218.699 3000.239 2922.032 2835.595 2812.793 2796.479 2792.299 2782.144 2838.756 2767.267 2746.161 2749.627 2743.439 2763.973 2737.963 2751.336 6569.127 3670.927 2781.450 2677.442 2815.110 2792.763 2595.947 2462.131 2443.952 2431.041 2424.349 2404.274 2393.472 2388.639 2393.894 2367.838 2376.813 2372.852 2361.404 2416.559 6028.947 3008.367 2570.469 2234.619 2361.610 2104.003 2136.716 2112.457 2007.490 1978.609 2016.590 1957.842 1978.646 2048.570 2106.528 2035.957 2063.619 1987.111 2148.569 1911.714 , 2753.895 2739.855 2716.024 2709.311 2712.699 2705.597 2700.170 2741.995 2735.359 2720.960 2702.899 2704.436 2704.636 2692.438 2696.967 2704.488 2700.119 2714.623 2724.409 2696.608 2685.601 2693.900 2689.091 2705.172 2690.981 2691.386 2724.370 2684.328 2700.321 2719.257 2693.049 2697.299 2707.698 2757.733 2684.597 2712.325 2692.577 2684.246 2692.276 2684.418 2358.305 2363.051 2378.180 2370.528 2372.492 2359.193 2373.231 2343.639 2354.091 2362.447 2383.493 2339.812 2324.440 2322.909 2347.410 2351.028 2351.184 2382.293 2337.104 2334.439 2317.508 2332.959 2334.128 2322.675 2313.954 2317.763 2338.702 2416.012 2329.192 2356.381 2427.336 2316.808 2322.744 2350.752 2329.958 2379.123 2319.654 2381.144 2333.267 2373.746 1920.086 1970.912 1927.127 1949.327 1886.717 1917.906 1922.933 1909.116 1890.972 1917.151 1921.615 1891.019 1969.519 1884.063 1917.312 1916.286 1883.363 1888.696 1896.766 1880.027 1879.247 1888.111 1888.704 1883.445 1874.161 1871.344 1869.348 1867.676 1866.633 1875.757 1865.528 1876.993 1877.808 1871.794 1886.202 1985.628 1884.804 1864.051 1869.080 1871.778
