dotty, 3410, 2018-02-22T06:23:28Z, b567b8d, 33450.827, Thu Feb 22 07:57:44 CET 2018, 77266.211 42831.363 37002.288 35842.180 34881.542 35225.033 34278.082 34197.951 34345.183 35113.079 33945.213 34121.260 34048.775 34977.656 33840.110 34434.002 33665.464 34733.730 33654.123 33714.397 33674.934 34489.191 33399.972 33408.773 33434.987 34128.475 33418.369 33528.840 33398.744 34006.159 , 33507.684 33271.152 33336.048 34070.442 33488.329 33187.898 33361.591 34105.549 33469.087 33218.475 33414.163 34113.528 33425.884 33420.542 33405.423 34342.457 33469.754 33485.345 33432.567 33977.656
opts/Vector.scala, 3410, 2018-02-22T06:23:28Z, b567b8d, 563.6755, Thu Feb 22 08:32:36 CET 2018, 7403.433 3128.232 2431.844 2008.318 1834.763 1248.139 1318.359 1165.774 1064.325 932.898 851.489 826.228 804.387 801.379 772.858 776.294 696.792 642.531 625.778 638.750 6650.717 2685.073 1965.054 1504.884 1294.996 1619.291 1370.758 1197.530 896.167 1033.857 1049.160 741.041 703.822 696.857 814.114 863.308 708.059 632.685 620.347 637.299 7217.811 2851.816 2187.010 1815.787 1666.939 1117.201 949.336 882.638 925.113 807.417 755.582 724.992 773.150 662.280 668.327 643.589 625.206 617.045 623.750 607.725 , 612.755 605.777 599.069 613.182 584.698 581.674 590.335 571.752 576.839 607.390 603.527 561.561 558.626 564.307 573.030 565.038 562.151 579.185 579.131 547.388 641.562 558.825 546.692 565.601 554.341 544.058 539.981 556.045 537.106 535.900 605.210 599.234 891.535 621.245 579.947 590.114 574.581 575.586 565.934 558.846 566.916 554.155 553.589 553.312 565.755 563.044 608.109 568.583 548.254 540.327 542.921 557.351 541.766 537.673 531.699 541.723 551.820 538.505 539.204 528.755 595.450 593.190 660.579 590.614 584.634 585.193 569.528 560.403 567.666 713.476 556.912 572.419 553.995 555.118 547.585 628.270 552.046 539.392 534.958 556.561 605.788 564.860 560.706 549.976 566.074 533.667 531.059 540.713 529.139 532.217
tests/empty-class.scala, 3410, 2018-02-22T06:23:28Z, b567b8d, 62.582, Thu Feb 22 08:33:46 CET 2018, 2461.327 334.022 276.659 257.909 209.060 150.601 151.064 135.897 107.478 88.440 77.596 77.962 73.471 92.233 82.714 93.560 69.498 67.546 68.269 66.786 66.848 66.946 65.599 66.641 64.716 67.997 64.426 65.337 63.561 64.372 , 63.333 63.925 63.003 63.751 63.720 64.911 62.348 62.611 61.727 63.701 63.950 62.553 73.355 62.138 62.116 61.340 61.471 61.188 61.543 60.881
tests/empty-object.scala, 3410, 2018-02-22T06:23:28Z, b567b8d, 61.61, Thu Feb 22 08:34:56 CET 2018, 2503.122 339.255 225.494 170.213 144.494 150.448 127.853 131.073 100.157 76.345 73.646 70.554 70.496 69.639 69.409 71.673 68.702 67.633 66.420 66.929 65.430 65.818 65.636 66.275 65.708 65.524 64.893 64.507 63.608 64.198 , 67.867 64.321 62.985 62.515 64.893 62.303 63.846 61.558 63.263 61.662 61.960 60.943 61.551 60.905 61.482 61.190 61.102 60.627 60.582 61.262
tests/empty-file.scala, 3410, 2018-02-22T06:23:28Z, b567b8d, 44.6315, Thu Feb 22 08:36:05 CET 2018, 1947.891 214.511 129.787 107.913 94.358 93.453 112.294 98.659 87.799 63.476 51.371 48.393 48.442 48.403 48.392 50.486 46.439 47.496 45.519 46.326 45.482 46.365 45.079 45.904 45.983 44.891 45.798 44.654 45.550 45.138 , 45.586 44.669 45.611 44.496 45.473 45.030 44.401 45.068 44.275 44.764 44.236 44.967 44.594 44.139 45.168 44.267 45.571 44.445 44.576 43.896
tests/patmatexhaust.scala, 3410, 2018-02-22T06:23:28Z, b567b8d, 304.302, Thu Feb 22 08:40:16 CET 2018, 5448.755 2241.349 1554.365 1198.416 1376.967 1235.856 1082.003 1044.000 948.449 832.546 613.590 705.223 609.331 626.720 589.784 546.357 399.835 379.655 365.697 357.632 5007.242 1787.132 1538.753 1523.436 1322.326 1154.609 1021.707 754.655 902.457 670.657 598.359 498.955 532.773 449.433 413.142 441.729 504.878 378.712 357.535 369.453 5658.831 1707.495 1342.327 1196.603 1417.324 1241.817 1092.572 972.262 854.522 719.842 562.446 457.500 459.344 439.827 399.933 409.129 386.072 369.145 379.598 365.537 , 360.417 388.648 340.656 338.290 347.649 360.963 325.419 320.366 327.936 314.010 318.472 310.440 304.967 311.751 302.575 294.632 305.916 298.268 297.538 306.154 295.829 295.891 302.924 290.047 303.684 294.184 334.745 317.969 297.168 370.497 390.344 286.165 280.901 282.313 285.927 282.900 276.445 281.716 277.099 277.138 424.873 369.865 362.061 345.222 327.630 331.011 343.666 328.648 320.845 375.379 307.236 305.131 320.972 306.232 299.804 312.046 295.830 299.046 304.920 292.093 288.637 295.513 314.600 319.281 293.497 286.440 285.026 292.411 286.939 281.135 288.182 285.575 294.332 318.684 281.449 302.565 311.460 277.436 276.853 285.844 367.561 357.926 358.836 346.730 347.805 333.029 342.764 327.025 325.212 329.617 388.262 311.176 319.430 307.889 307.124 338.786 307.163 303.330 306.009 298.675 291.764 298.527 294.316 298.129 296.838 289.936 289.599 292.984 322.541 284.629 290.625 284.861 283.662 293.314 281.093 280.489 318.530 284.602 281.737 285.925
tests/exhaustivity-I.scala, 3410, 2018-02-22T06:23:28Z, b567b8d, 167.276, Thu Feb 22 08:44:04 CET 2018, 3876.952 1154.174 1262.090 747.209 806.133 634.782 574.092 534.197 459.085 402.814 342.680 311.130 293.929 238.081 225.809 217.592 209.913 203.084 201.897 191.913 4276.392 1462.590 1057.492 713.043 734.261 658.442 471.260 410.689 316.598 277.348 389.266 361.618 261.940 253.412 234.266 214.072 204.673 203.363 197.574 193.073 4016.793 1397.273 1168.134 860.276 577.653 479.574 437.604 369.489 327.220 292.195 280.139 260.628 269.435 293.585 257.235 226.097 242.250 227.349 210.031 191.488 , 190.129 189.683 182.925 180.121 180.127 173.768 175.864 174.190 174.553 173.579 171.876 168.391 169.459 167.283 167.269 168.394 166.249 168.835 167.536 164.892 172.324 159.892 160.531 161.804 161.291 159.906 156.057 163.346 178.635 163.062 159.970 157.402 160.664 155.488 153.721 153.162 159.195 212.347 154.862 152.946 195.346 188.854 211.827 186.154 181.686 180.004 181.007 181.472 175.469 175.253 173.111 171.705 171.361 168.622 174.023 169.301 167.592 171.196 165.318 162.338 162.508 160.804 162.248 161.278 160.394 161.638 157.170 159.362 158.184 159.256 159.344 156.039 155.642 154.394 153.871 155.278 154.853 154.597 155.664 153.957 193.166 203.336 182.620 187.731 177.790 176.931 177.702 188.390 218.438 198.000 175.113 174.440 174.430 170.240 170.106 172.251 170.365 172.928 173.996 170.607 169.297 165.484 166.751 166.357 165.168 167.072 174.651 164.135 164.233 162.816 167.173 162.478 160.022 160.405 159.021 158.551 160.449 159.761 159.085 157.292
tests/exhaustivity-S.scala, 3410, 2018-02-22T06:23:28Z, b567b8d, 284.9135, Thu Feb 22 08:47:57 CET 2018, 3845.088 1294.624 1164.509 656.126 526.303 455.801 410.076 390.755 524.063 463.293 427.794 327.397 338.675 392.799 322.589 308.313 307.366 304.714 303.086 319.246 3942.452 1507.188 666.356 563.156 674.433 515.431 415.472 358.028 383.492 430.419 418.671 351.166 336.372 300.937 416.788 341.024 301.574 285.043 275.048 271.835 3928.488 1224.825 776.802 665.261 676.675 465.081 623.435 440.981 433.292 361.166 343.162 351.077 337.128 362.991 342.006 321.648 319.643 314.109 312.580 310.446 , 334.806 310.002 296.017 294.176 291.022 290.240 288.605 307.532 286.583 287.662 295.404 296.205 291.591 295.262 284.892 284.710 285.464 285.961 285.560 282.920 286.176 282.492 284.483 287.123 284.524 283.566 280.565 282.454 282.859 280.765 280.351 280.059 281.501 289.513 279.075 279.552 280.451 280.365 278.313 277.958 269.172 350.500 275.044 270.252 263.035 270.621 263.140 259.988 265.213 259.258 256.641 257.447 258.365 262.288 277.280 304.403 256.239 264.153 333.857 266.331 282.501 253.714 257.538 307.286 276.074 253.869 253.970 275.551 252.676 252.995 251.413 252.478 252.165 261.816 255.037 284.421 252.153 256.461 250.456 261.283 312.696 304.880 308.623 309.268 307.958 309.307 309.399 315.341 299.043 300.593 318.989 320.621 297.852 297.279 290.239 290.979 293.491 292.552 292.189 288.396 288.715 289.365 286.015 286.906 286.891 287.943 298.313 318.304 290.883 290.249 284.935 284.135 286.033 285.962 285.171 285.321 283.857 291.707 282.563 283.857
tests/exhaustivity-T.scala, 3410, 2018-02-22T06:23:28Z, b567b8d, 871.993, Thu Feb 22 08:53:27 CET 2018, 5149.094 2260.807 1525.963 1175.701 1279.844 1116.974 1208.529 1082.688 1010.096 1015.846 1013.805 983.869 1015.122 971.959 957.731 1046.717 958.191 919.776 903.861 900.689 5057.044 2029.049 1526.328 1322.683 1490.923 1265.591 1238.218 1073.031 992.379 1112.990 1138.938 1033.649 917.511 906.910 895.201 887.919 945.903 877.817 889.155 877.570 5175.765 2097.813 1328.272 1560.992 1747.692 1203.011 1152.238 1118.114 1038.979 1034.994 992.738 968.920 958.283 940.776 932.343 946.751 932.372 950.357 921.699 906.178 , 904.597 898.311 893.001 898.922 893.661 891.150 879.729 890.983 883.780 898.405 890.525 889.937 880.048 872.131 874.622 876.857 870.461 1005.666 889.228 892.609 914.831 899.763 878.108 965.414 882.522 861.499 873.398 883.398 864.188 864.765 871.317 859.788 865.087 882.571 861.876 855.388 854.389 878.799 866.388 876.732 860.721 852.349 847.331 850.079 843.548 839.074 847.668 842.989 837.559 837.973 834.616 846.686 847.643 833.702 829.225 832.159 829.603 831.974 827.206 829.122 841.179 825.840 836.482 825.914 821.041 825.110 819.706 823.377 823.408 824.903 817.316 821.971 844.719 821.074 832.172 823.339 819.510 816.234 818.419 816.773 904.770 893.372 895.100 892.370 889.941 899.967 884.641 883.742 892.268 887.599 915.358 907.540 887.416 882.622 875.519 883.494 874.096 870.301 901.680 887.488 894.147 889.965 956.256 871.973 868.613 869.990 867.438 924.471 1142.971 875.414 886.722 872.013 882.543 874.416 892.361 891.692 866.290 862.553 863.162 867.664
tests/exhaustivity-V.scala, 3410, 2018-02-22T06:23:28Z, b567b8d, 1875.0415, Thu Feb 22 08:59:39 CET 2018, 5246.626 3592.783 2233.366 1960.380 1997.364 1866.404 1903.816 1786.350 1809.421 1926.333 1774.914 1832.839 1687.367 1738.664 1806.442 1751.612 1703.346 1700.148 1737.349 1675.625 5268.375 3167.589 2388.679 2312.500 2640.046 2314.416 2199.233 2216.597 2353.881 2066.728 1995.555 1999.858 2013.651 2208.688 2071.767 1968.162 1954.868 1954.537 1972.365 1971.700 5210.738 3702.777 2333.345 2330.576 2436.084 2201.205 2111.431 2094.318 2069.086 1995.425 2039.819 1952.658 1924.782 1931.556 1915.816 1939.347 1984.880 1943.361 1914.682 1907.418 , 1711.045 1666.331 1658.066 1670.439 1661.547 1647.747 1641.787 1677.827 1646.090 1648.832 1636.926 1636.643 1639.465 1640.238 1623.615 1630.404 1649.941 1623.186 1656.906 1654.748 1674.680 1656.904 1630.331 1632.863 1639.610 1634.650 1638.000 1647.096 1639.928 1632.571 1628.639 1635.807 1624.068 1616.376 1667.168 1616.385 1740.115 1626.879 1618.759 1617.103 2004.511 1983.849 2004.230 1978.144 1927.044 1916.123 1940.512 1965.909 2184.295 1932.527 1980.417 1940.253 2201.170 1927.325 1933.207 1931.144 1929.383 1911.207 1943.545 1902.752 1948.340 1902.763 1894.812 1906.047 1913.480 1899.810 1917.000 1948.747 1906.015 1987.902 1902.883 1921.703 1916.834 1962.764 1910.889 1897.455 1904.906 1908.913 1931.891 1927.999 1892.887 1901.172 1887.281 1924.370 1943.193 1916.688 1889.572 1923.871 1905.676 1930.529 1886.965 1897.044 1870.699 1875.640 1878.326 1874.443 1870.090 1868.529 1870.880 1884.983 1872.872 1870.059 1888.946 1871.496 1884.567 1856.194 1873.341 1867.437 1857.331 1857.868 1885.545 1872.186 1892.358 1892.702 1872.716 1860.482 1869.875 1866.895 1865.563 1857.641
tests/implicitNums.scala, 3410, 2018-02-22T06:23:28Z, b567b8d, 732.2815, Thu Feb 22 09:01:22 CET 2018, 7688.601 3334.785 3006.244 2414.571 1341.272 1094.698 1059.887 971.232 900.896 876.316 826.763 896.192 833.389 807.106 813.251 880.458 764.030 791.370 810.214 777.716 807.954 752.442 743.564 746.857 752.108 737.928 740.503 748.358 731.345 738.395 , 747.419 772.578 746.119 740.513 751.717 740.836 733.490 735.794 724.285 733.505 746.936 725.228 724.085 728.726 724.979 722.759 730.509 724.479 730.941 731.073
opts/implicitNums.scala, 3410, 2018-02-22T06:23:28Z, b567b8d, 744.891, Thu Feb 22 09:03:05 CET 2018, 7201.724 3970.906 2788.870 2452.519 1997.136 1808.141 1634.537 1522.719 1205.179 888.276 850.274 825.913 803.986 805.037 782.034 813.291 781.970 765.449 775.790 761.350 764.904 763.482 756.234 749.018 753.018 748.039 747.635 757.088 750.033 749.170 , 754.591 749.878 767.817 751.485 742.312 745.624 749.657 743.474 748.504 754.790 745.277 755.183 744.505 739.647 742.733 741.470 743.140 741.096 735.430 740.218
