dotty, 4238, 2018-04-03T20:21:09Z, 5660b89, 34303.8855, Tue Apr  3 22:56:00 CEST 2018, 76406.384 42563.092 37476.746 36762.200 36898.489 35390.258 35275.545 35446.324 36138.596 34869.836 34864.173 34824.494 35852.236 34695.303 34718.911 35835.248 35460.548 34566.756 34461.232 34530.385 35124.968 34513.701 34345.697 34210.376 35089.803 34211.181 34195.131 34240.227 34924.885 34100.777 , 34266.551 34337.518 34932.193 34100.503 34123.636 34538.754 34839.675 34243.235 34327.227 34268.045 34875.154 34085.811 34134.810 34073.215 34899.687 34348.532 34219.892 34321.376 34946.415 34286.395
tests/empty-file.scala, 4238, 2018-04-03T20:21:09Z, 5660b89, 38.4825, Tue Apr  3 23:25:31 CEST 2018, 1696.034 258.445 132.104 88.549 72.938 53.808 51.966 50.540 46.981 43.304 41.901 41.700 40.988 40.839 40.395 40.289 39.487 40.027 39.824 39.041 40.091 38.856 39.588 38.792 40.910 39.260 38.607 39.762 38.601 39.630 , 38.332 38.469 39.187 38.657 39.005 38.456 38.982 39.146 38.066 38.643 38.037 38.567 38.490 38.002 38.693 38.005 38.475 37.913 38.582 38.274
tests/patmatexhaust.scala, 4238, 2018-04-03T20:21:09Z, 5660b89, 287.062, Tue Apr  3 23:29:32 CEST 2018, 5075.914 2081.559 1280.615 1073.955 1119.809 1167.358 1079.871 924.561 771.804 601.012 502.446 462.866 592.341 577.245 579.393 544.174 385.524 499.358 420.555 344.141 5704.450 1780.890 1263.880 1078.914 1036.168 1229.639 1101.911 1030.568 827.752 634.661 518.025 486.290 525.925 550.373 575.449 424.978 399.996 378.027 362.189 366.292 5227.583 1898.080 1699.841 1152.322 978.640 1042.663 1029.186 752.786 743.340 778.114 644.731 511.197 498.863 640.664 419.129 399.220 395.941 386.672 372.585 375.517 , 349.883 359.752 335.164 327.587 337.757 321.314 319.903 311.586 312.087 301.187 299.705 297.992 295.936 289.068 293.331 282.939 281.794 287.066 278.179 287.058 281.565 274.244 274.717 294.546 271.781 269.677 283.607 265.212 275.283 268.991 262.306 261.391 266.368 266.354 263.773 299.772 305.795 271.744 263.400 267.066 368.374 359.131 355.716 344.649 342.599 339.640 333.755 330.491 322.340 314.749 310.311 408.289 369.629 296.241 298.718 349.203 308.911 289.741 296.369 279.903 372.003 326.522 283.382 274.971 275.138 289.536 311.062 283.498 276.879 273.323 277.728 268.716 265.811 285.690 272.365 268.417 261.381 267.387 262.530 261.508 379.741 355.911 347.316 340.741 328.826 319.914 326.778 435.722 313.496 304.823 305.382 294.986 297.239 300.270 290.518 289.057 290.379 282.278 284.934 286.807 279.579 285.607 291.724 279.438 275.854 283.947 273.883 280.568 279.840 271.452 271.302 277.189 272.804 272.748 272.581 266.467 266.917 272.469 272.266 265.102
tests/exhaustivity-I.scala, 4238, 2018-04-03T20:21:09Z, 5660b89, 167.7485, Tue Apr  3 23:33:21 CEST 2018, 3876.607 1311.956 1210.212 885.862 677.632 618.063 527.950 505.105 524.973 401.996 306.337 373.448 279.822 243.258 270.019 258.373 299.003 226.042 259.682 272.611 4205.804 1469.237 1199.267 1032.613 872.044 751.513 603.530 519.014 502.616 374.251 447.501 411.134 376.200 295.994 254.525 235.685 216.902 215.830 193.902 196.873 3789.390 1111.177 811.411 786.369 617.587 524.871 500.943 430.433 504.344 427.544 343.031 301.904 236.294 241.561 251.243 255.956 290.279 222.829 216.070 215.146 , 189.672 190.530 192.967 186.840 204.205 185.296 181.878 178.148 186.662 212.847 216.141 172.429 200.073 170.186 166.696 171.661 165.464 168.999 165.495 164.427 171.973 164.753 161.845 172.243 173.045 167.759 170.519 170.420 167.202 163.820 160.055 163.458 160.624 158.838 162.188 155.468 158.638 157.467 154.373 156.492 186.625 190.164 191.593 182.442 181.817 188.656 183.904 174.181 178.150 173.895 170.025 186.342 172.685 173.844 168.676 165.869 167.738 169.372 165.938 165.556 161.466 160.657 163.845 160.877 161.965 167.438 167.833 158.389 155.125 157.720 174.010 155.085 155.796 189.828 153.261 159.225 152.851 152.663 153.394 151.121 272.967 218.625 197.118 196.625 183.271 183.343 180.089 214.797 190.567 175.620 171.938 176.346 167.960 169.153 170.037 164.965 166.058 168.034 164.594 167.732 161.173 161.645 163.729 161.317 164.029 164.373 162.106 165.146 160.916 161.401 186.298 162.105 162.319 181.046 156.511 185.983 155.392 154.319 158.660 155.671
tests/exhaustivity-S.scala, 4238, 2018-04-03T20:21:09Z, 5660b89, 273.761, Tue Apr  3 23:37:13 CEST 2018, 4056.790 1250.801 1047.641 811.767 671.825 467.113 552.274 405.186 369.860 445.708 343.167 338.137 524.556 339.880 318.410 319.686 306.537 301.563 303.846 298.002 3983.057 1463.855 745.213 635.259 629.869 604.348 537.778 442.670 340.637 336.874 323.031 317.056 306.064 307.685 364.394 314.373 302.148 307.187 289.786 288.539 3916.596 1264.626 1108.491 831.921 475.057 432.996 466.262 420.705 352.243 363.639 313.166 305.105 301.688 297.027 295.403 452.632 338.464 286.215 282.408 282.383 , 323.477 307.571 296.326 290.967 313.094 293.491 288.624 285.943 283.197 285.553 284.277 290.228 285.196 282.206 283.974 280.729 281.349 287.636 285.497 291.104 304.530 291.826 355.027 298.747 281.511 279.547 286.904 279.816 280.507 279.348 277.203 280.864 286.827 280.987 277.365 282.096 283.048 296.740 286.134 277.560 287.480 286.335 304.282 279.024 288.244 273.596 274.183 272.200 271.169 270.889 272.153 270.553 270.818 273.614 268.543 267.111 278.928 267.261 268.434 267.110 264.010 276.368 273.908 279.070 277.454 264.886 262.808 264.648 263.367 267.606 265.732 269.909 329.080 288.003 265.315 267.915 270.010 263.546 269.343 262.170 282.810 361.503 294.267 274.754 271.448 274.135 280.186 273.512 267.119 266.928 273.405 265.581 263.429 268.148 266.429 263.046 264.396 262.798 262.693 265.662 263.658 261.465 333.375 259.706 259.871 260.391 259.942 262.411 258.332 258.649 261.004 259.974 266.036 272.202 258.832 256.280 265.795 256.279 259.673 255.056
tests/exhaustivity-T.scala, 4238, 2018-04-03T20:21:09Z, 5660b89, 867.1475, Tue Apr  3 23:42:35 CEST 2018, 4938.978 2063.028 1307.617 1369.524 1326.469 1071.703 1125.876 1062.247 1031.334 1061.671 1063.922 1005.865 1218.101 1014.614 990.684 934.556 1003.031 961.534 910.665 898.259 5221.708 1955.085 1502.946 1468.198 1291.320 1217.407 1245.843 1246.725 1029.950 992.633 970.726 962.361 952.869 1058.786 1004.402 1033.657 1115.735 995.419 937.271 920.341 5336.834 1708.499 1323.307 1632.504 1187.651 1068.711 1191.376 1272.530 1139.758 1120.143 1217.707 1144.356 941.969 963.028 1013.488 973.062 905.496 891.265 885.901 887.840 , 919.680 916.804 896.854 883.014 881.874 877.889 872.690 1027.477 879.314 869.707 873.010 875.293 869.953 888.260 896.917 866.849 870.767 869.225 886.705 891.241 856.413 855.420 861.078 858.101 871.358 863.414 870.886 864.601 853.349 876.474 867.332 854.324 859.478 897.873 855.361 848.207 846.957 853.518 854.224 845.916 906.318 904.198 893.150 889.933 890.728 889.782 886.571 882.442 885.090 879.690 887.752 913.700 895.104 884.982 874.143 868.221 866.963 870.870 872.946 865.959 1116.346 868.315 865.581 867.488 863.199 876.403 873.750 864.744 873.066 876.636 860.216 861.387 859.413 868.560 863.462 865.712 859.359 859.444 869.724 860.106 872.796 863.507 867.497 862.821 862.585 884.504 889.655 903.810 1111.768 888.279 847.301 862.862 850.079 843.103 852.862 1014.137 845.207 843.487 837.858 843.670 835.695 871.404 831.569 850.224 853.888 835.647 861.259 834.479 833.748 832.677 833.599 827.172 833.061 832.048 828.331 830.116 827.296 826.355 831.367 832.716
tests/exhaustivity-V.scala, 4238, 2018-04-03T20:21:09Z, 5660b89, 2176.8265, Tue Apr  3 23:50:26 CEST 2018, 5701.024 2989.375 2720.285 2511.869 2486.724 2384.325 2498.038 2403.333 2345.818 2372.005 2328.010 2635.434 2307.647 2378.928 2252.792 2299.733 2459.290 2247.084 2195.988 2228.343 6135.348 4469.495 3505.315 3297.660 3283.319 3376.699 3143.889 3072.258 3059.352 3028.837 3064.286 3178.416 3174.094 2996.179 2982.394 2966.452 2977.034 2972.788 2976.453 2948.370 5988.068 2981.660 2622.007 2426.823 2323.884 2178.200 2469.222 2301.732 2207.391 2155.724 2118.465 2115.757 2088.130 2086.807 2080.438 2084.546 2067.825 2176.818 2237.035 2085.697 , 2217.950 2228.192 2353.967 2256.144 2198.892 2212.622 2186.020 2181.704 2203.846 2193.264 2204.882 2205.564 2225.614 2273.220 2177.153 2170.546 2166.086 2190.487 2174.042 2166.122 2163.640 2162.181 2159.750 2168.496 2171.596 2156.220 2160.311 2169.893 2165.158 2160.008 2175.483 2218.160 2178.814 2185.872 2157.572 2176.500 2388.299 2156.847 2156.933 2155.346 2958.712 2972.727 2991.737 2940.600 2965.120 2975.830 2928.350 2928.377 2930.885 2916.553 2916.969 2929.708 2928.841 2967.473 2934.319 2972.228 2935.311 2912.232 2926.478 2926.829 2914.588 2915.886 2921.091 2912.878 2971.696 2925.729 2956.907 2912.033 2920.040 2912.310 2910.489 2919.320 2908.091 2915.664 2953.584 2900.058 2904.873 2904.495 2897.532 2902.337 2118.713 2120.419 2109.806 2107.080 2063.386 2041.370 2075.167 2067.913 2087.337 2085.107 2049.039 2053.274 2040.192 2057.122 2049.761 2077.532 2042.310 2052.120 2047.628 2043.949 2035.141 2050.219 2023.722 2035.701 2065.664 2043.510 2058.288 2006.245 2034.893 2119.829 2048.167 2020.620 2031.961 2032.837 2018.454 2038.132 2037.857 2024.436 2011.870 2027.153
tests/implicitNums.scala, 4238, 2018-04-03T20:21:09Z, 5660b89, 703.2, Tue Apr  3 23:52:04 CEST 2018, 7823.331 2847.664 2077.956 1621.101 1300.757 1444.889 1501.978 1237.867 887.913 813.256 936.921 763.610 761.047 739.401 735.449 741.148 770.659 766.267 739.326 731.261 722.862 723.104 720.211 721.994 716.909 748.944 726.569 707.805 709.199 716.472 , 713.494 707.307 714.569 702.694 713.207 705.461 703.706 705.165 700.879 704.634 711.423 701.259 697.093 699.257 699.087 700.686 718.261 694.326 699.070 701.796
tests/scalapb, 4238, 2018-04-03T20:21:09Z, 5660b89, 6958.8875, Tue Apr  3 23:59:01 CEST 2018, 28379.643 14333.434 11795.693 9558.969 8438.051 7835.220 7630.612 7433.597 7413.258 7411.842 7332.889 7194.151 7144.317 7104.090 7082.201 7086.378 7093.921 7112.976 7032.206 7032.257 6986.202 6986.290 6956.064 6958.934 6948.407 7022.005 7051.915 6961.482 6966.696 6970.901 , 7008.968 7071.344 6966.581 7015.238 6958.955 6967.935 6940.575 6941.717 6954.527 6953.932 6926.591 7031.756 6957.811 6990.679 6977.143 6919.311 6950.396 7191.901 6958.820 6906.040
tests/scalap, 4238, 2018-04-03T20:21:09Z, 5660b89, 2044.69, Wed Apr  4 00:01:36 CEST 2018, 15821.017 7971.441 4664.064 5231.343 4078.491 3745.909 3814.910 2916.436 3011.409 2521.834 2382.494 2601.775 2426.263 2314.148 2313.489 2703.232 2295.521 2253.941 2253.441 2241.081 2499.472 2245.369 2240.843 2161.192 2121.523 2097.495 2098.702 2101.278 2142.631 2124.610 , 2068.951 2060.087 2052.975 2071.837 2086.679 2060.177 2059.083 2053.879 2096.723 2025.204 2024.441 2021.570 2019.128 2016.281 2018.478 2026.634 2030.439 2024.692 2036.405 2068.712
tests/power-macro/PowerInlined-1.scala, 4238, 2018-04-03T20:21:09Z, 5660b89, 61.966, Wed Apr  4 00:02:50 CEST 2018, 2405.876 312.027 213.957 220.115 192.267 170.210 113.157 110.740 126.528 91.460 103.996 79.716 72.387 71.228 71.955 70.763 73.485 68.534 68.540 66.970 70.500 67.273 68.270 72.912 64.840 65.171 66.157 63.739 62.484 63.765 , 62.366 62.329 61.326 63.521 65.261 65.184 62.249 62.541 60.844 65.244 62.515 61.207 62.141 60.864 61.791 61.415 61.708 60.376 61.131 60.375
tests/power-macro/PowerInlined-1k.scala, 4238, 2018-04-03T20:21:09Z, 5660b89, 116.8155, Wed Apr  4 00:04:03 CEST 2018, 3578.020 783.036 614.216 625.403 557.448 361.775 334.968 233.515 182.073 183.031 155.239 148.974 146.993 139.970 135.623 137.201 128.366 131.263 125.705 123.903 125.794 122.421 127.547 122.628 119.722 120.324 118.998 119.036 119.303 126.681 , 118.989 118.264 117.629 122.817 121.007 119.265 121.676 116.771 118.413 116.066 117.377 116.048 115.470 116.860 115.076 116.288 116.451 114.605 115.121 114.323
