dotty, 3685, 2018-01-08T17:03:18Z, ce61163, 34434.367, Mon Jan  8 18:37:06 CET 2018, 73178.799 42776.130 37766.698 36511.978 35972.005 36495.410 35230.668 35203.883 35191.177 35194.220 35571.398 34938.665 34886.521 34829.909 35628.446 34678.739 34571.908 34640.596 35460.316 34391.372 34514.939 34455.544 35390.572 34428.812 34283.762 34487.337 35504.674 34375.906 34421.563 34436.904 , 35421.009 34418.861 34252.296 34443.594 35363.417 34380.693 34390.995 34455.887 35446.964 34425.140 34286.363 34410.319 35381.159 34475.645 34289.373 34476.692 35549.628 34348.767 34327.075 34529.700
tests/exhaustivity-I.scala, 3685, 2018-01-08T17:03:18Z, ce61163, 158.0155, Mon Jan  8 19:01:57 CET 2018, 3688.608 1116.643 822.187 629.362 540.502 454.493 410.572 354.133 311.410 270.688 245.818 220.307 204.703 207.317 208.155 207.782 205.253 205.831 206.236 203.215 3685.140 1068.075 788.259 604.226 524.769 452.356 416.206 345.142 296.536 268.570 252.286 237.738 244.867 242.483 236.253 224.965 228.486 217.624 218.847 214.077 3667.054 1027.036 790.194 617.633 517.665 453.115 417.854 355.798 322.649 287.471 255.021 241.539 237.561 229.029 219.119 212.626 209.615 203.060 207.039 198.373 , 205.490 197.492 189.020 186.853 182.784 173.625 174.574 177.402 169.126 169.254 163.715 161.751 165.478 158.763 158.917 159.783 156.170 154.493 155.988 153.206 154.731 152.498 154.014 155.343 153.747 150.940 153.087 153.049 151.868 150.946 147.701 153.474 146.269 147.469 149.351 146.259 147.917 144.497 144.591 145.652 209.104 197.231 191.210 188.389 182.584 177.893 178.783 175.296 173.552 172.087 170.275 166.915 166.162 167.102 161.010 166.136 163.103 161.842 163.205 158.826 159.317 160.197 160.336 159.349 162.089 158.077 161.519 156.710 157.954 157.599 155.807 153.127 156.846 153.207 154.394 153.136 151.441 154.855 148.756 149.287 196.034 187.222 184.006 183.246 175.973 173.251 175.032 168.892 168.041 168.270 165.083 164.506 163.943 160.965 158.435 159.413 157.269 159.647 155.644 155.018 157.849 155.487 154.541 156.166 154.204 152.212 156.444 157.235 155.171 151.814 150.509 155.484 151.998 149.296 151.693 147.845 150.608 147.271 146.990 148.347
tests/exhaustivity-S.scala, 3685, 2018-01-08T17:03:18Z, ce61163, 249.234, Mon Jan  8 19:05:49 CET 2018, 3670.820 1138.473 695.065 540.557 483.919 414.123 366.131 343.672 313.555 291.792 288.530 288.693 285.809 283.379 284.385 279.498 273.597 274.388 270.558 268.859 3881.858 1374.606 778.984 635.351 581.046 529.024 506.314 462.167 454.784 432.497 412.274 407.638 403.394 407.029 399.677 394.941 400.505 397.116 392.472 390.835 3774.018 1162.105 639.737 515.380 429.996 383.402 352.759 319.079 305.471 292.748 287.083 286.151 275.720 278.724 274.065 273.251 269.202 267.373 266.840 266.693 , 263.251 259.932 262.092 258.523 256.975 256.799 253.203 254.326 250.325 250.784 248.037 247.206 245.954 245.333 247.053 243.921 244.606 245.492 245.981 243.636 242.322 241.712 244.185 247.973 241.279 242.482 241.053 242.086 240.741 242.813 239.343 238.734 239.631 239.706 239.082 240.059 238.784 238.169 239.449 238.294 389.147 386.890 382.788 382.443 381.967 376.737 378.250 375.448 376.980 374.903 380.632 374.065 368.569 370.426 370.693 366.439 366.209 364.493 364.667 365.425 364.557 363.109 361.339 363.187 360.669 366.758 361.288 359.601 362.151 361.933 361.742 361.617 360.504 365.493 360.001 360.227 360.074 357.419 358.856 359.212 262.338 267.573 255.935 257.711 256.926 254.029 252.991 254.140 251.522 249.623 248.845 246.566 246.450 248.013 246.609 244.600 244.987 246.009 245.363 244.746 242.875 243.139 243.351 244.997 243.217 243.000 242.698 241.303 241.360 241.685 240.469 240.462 240.448 240.442 241.009 239.175 239.515 238.634 239.362 240.974
tests/exhaustivity-T.scala, 3685, 2018-01-08T17:03:18Z, ce61163, 782.456, Mon Jan  8 19:10:52 CET 2018, 4733.807 2009.997 1278.723 1078.046 1075.978 990.054 937.982 911.723 887.644 872.614 864.937 850.937 847.810 842.562 830.317 819.440 815.815 813.325 817.361 808.020 4638.906 1642.231 1113.805 1039.814 1051.426 912.340 865.175 833.132 814.848 795.925 781.245 772.002 779.634 749.567 740.221 733.715 725.958 723.308 724.553 719.995 4580.588 1941.714 1239.502 1163.601 1078.750 1002.842 977.296 937.273 899.689 889.466 866.267 857.116 848.180 843.165 831.479 826.239 825.523 825.817 825.793 823.033 , 807.837 805.935 799.518 799.211 801.616 799.127 796.185 793.953 796.410 794.892 794.517 792.647 790.850 786.002 791.985 802.422 789.515 782.418 787.901 784.599 783.089 782.974 782.002 781.636 781.035 780.417 780.087 777.838 776.016 777.935 783.293 782.822 776.022 777.266 778.066 776.668 773.810 776.551 774.492 775.332 715.621 712.190 712.191 713.670 710.776 710.192 711.074 704.810 703.853 711.824 703.021 700.429 699.229 697.602 702.574 698.219 697.693 696.445 698.013 701.969 696.042 697.650 696.567 693.658 691.057 694.590 692.002 692.466 688.817 688.712 691.344 688.528 690.301 690.359 702.656 686.421 688.508 684.288 686.647 686.532 820.187 815.371 819.501 816.146 816.834 808.155 809.724 809.447 808.051 809.465 820.840 803.179 794.205 798.817 803.336 800.582 802.377 793.637 798.021 793.651 792.892 790.374 792.627 789.426 789.216 789.382 796.226 785.375 786.504 785.838 788.278 783.291 784.337 783.494 781.237 783.850 783.140 782.494 782.417 780.367
tests/exhaustivity-V.scala, 3685, 2018-01-08T17:03:18Z, ce61163, 1537.177, Mon Jan  8 19:16:11 CET 2018, 4899.312 2914.959 1978.447 1792.852 1902.051 1776.278 1746.874 1719.297 1700.895 1670.755 1663.493 1662.390 1637.523 1625.339 1617.437 1599.310 1594.658 1596.377 1604.473 1591.367 5717.884 2686.788 1995.218 1927.598 1966.950 1802.460 1753.747 1866.202 1805.250 1785.549 1763.868 1749.359 1735.444 1735.671 1727.479 1715.838 1709.368 1706.273 1711.603 1704.790 5199.738 2805.864 1890.497 1745.055 1797.397 1662.000 1645.669 1635.457 1625.704 1590.514 1564.261 1544.216 1538.486 1534.270 1527.424 1517.651 1497.573 1533.062 1496.356 1489.996 , 1571.712 1571.375 1566.780 1580.536 1560.655 1561.278 1551.288 1563.618 1559.802 1539.381 1530.058 1551.231 1557.975 1585.232 1542.895 1532.116 1550.022 1541.040 1544.924 1526.026 1523.931 1533.209 1536.211 1538.509 1525.360 1527.733 1533.171 1536.863 1537.491 1521.393 1540.490 1532.593 1529.429 1520.574 1525.207 1524.576 1533.621 1528.715 1520.808 1517.582 1685.533 1686.999 1690.948 1714.311 1691.104 1680.746 1674.118 1680.870 1678.963 1677.912 1663.489 1668.705 1677.346 1673.631 1658.709 1657.752 1660.609 1667.742 1670.617 1661.074 1654.688 1659.385 1664.625 1703.033 1656.268 1648.671 1659.412 1665.145 1664.184 1651.164 1648.763 1659.083 1654.691 1658.612 1648.388 1657.579 1653.517 1659.662 1657.245 1663.229 1484.135 1476.048 1469.375 1483.184 1467.415 1480.403 1476.954 1461.309 1465.133 1469.059 1469.181 1458.687 1453.729 1458.039 1471.183 1477.359 1459.619 1448.422 1454.275 1472.947 1457.682 1442.916 1448.802 1448.871 1448.178 1455.242 1456.593 1439.947 1443.432 1449.884 1448.320 1450.817 1441.362 1443.460 1447.961 1451.806 1451.394 1436.760 1477.304 1442.361
tests/implicitNums.scala, 3685, 2018-01-08T17:03:18Z, ce61163, 738.267, Mon Jan  8 19:17:50 CET 2018, 6593.831 2852.095 2129.440 1853.593 1670.084 1380.158 1231.634 1155.338 1125.612 1070.605 967.077 938.059 906.406 930.265 860.422 819.776 800.121 791.619 787.475 766.689 758.365 767.151 774.643 755.400 757.003 747.682 744.605 755.491 742.480 747.426 , 737.343 738.288 756.717 739.320 738.641 744.265 738.246 750.370 733.670 734.556 743.177 742.534 730.890 739.520 729.588 727.737 741.674 735.337 737.768 732.499
tests/scalapb, 3685, 2018-01-08T17:03:18Z, ce61163, 6908.7655, Mon Jan  8 19:24:42 CET 2018, 25743.877 13378.626 11484.911 10086.106 9029.844 8246.700 8012.059 7793.641 7544.792 7356.116 7318.915 7215.377 7245.539 7142.667 7104.944 7109.576 7171.159 7041.699 6988.714 6918.051 6970.838 7013.961 6974.736 7001.825 6899.676 6943.355 6942.172 6939.971 6972.517 6957.768 , 6959.955 6936.419 6954.346 6932.773 6918.265 6866.966 6929.961 6910.404 6907.127 6936.144 6898.098 6892.104 6850.065 6896.878 6853.623 6807.032 6834.245 6915.666 6922.121 6796.031
dotty, 3685, 2018-01-12T16:22:45Z, 7aeb306, 29752.826, Fri Jan 12 17:52:34 CET 2018, 70128.771 35587.081 33037.341 32026.283 31694.877 31427.099 30931.799 30611.792 30742.092 30407.942 30854.985 30291.766 30326.914 30157.074 30956.785 30192.544 29823.359 30082.191 30721.307 30196.546 29985.234 29820.950 30671.290 29710.820 29828.413 29833.856 30489.240 29919.414 29757.137 29759.267 , 30619.279 29712.210 29886.116 29723.254 30520.439 29750.619 29765.599 29705.069 30618.777 29754.035 29751.617 29794.677 30431.511 29656.326 29671.013 29724.984 30572.736 29700.023 29838.337 29730.258
tests/scala-library, 3685, 2018-01-12T16:22:45Z, 7aeb306, 4906.4265, Fri Jan 12 17:57:27 CET 2018, 21500.650 10466.125 7564.542 6930.163 5840.626 5647.845 5378.616 5393.368 5384.212 5262.178 5328.026 5311.340 5153.043 5125.268 5131.745 5069.452 5024.332 5159.261 5168.188 5019.695 5002.490 5007.004 5001.466 5101.008 4980.658 4954.576 4946.733 4916.482 4932.985 4951.472 , 5009.913 4964.118 4937.425 4912.037 4898.676 4934.382 4913.330 4899.229 4890.989 4887.953 4888.159 4971.919 4961.228 4942.265 4922.519 4899.844 4872.001 4900.816 4883.219 4870.116
tests/implicit_cache.scala, 3685, 2018-01-12T16:22:45Z, 7aeb306, 83.7915, Fri Jan 12 17:58:36 CET 2018, 2574.505 412.704 290.369 230.160 219.556 144.486 123.513 116.088 113.383 112.375 113.510 100.426 98.946 95.319 101.077 95.265 96.770 94.585 92.592 90.644 92.102 99.544 96.335 90.653 88.668 88.573 94.707 92.394 88.086 87.296 , 84.514 86.130 84.318 85.034 84.238 85.480 84.347 82.639 86.026 83.036 84.636 81.906 82.514 83.398 82.736 81.108 82.537 81.652 84.185 80.572
tests/implicit-scope-loop.scala, 3685, 2018-01-12T16:22:45Z, 7aeb306, 89.9905, Fri Jan 12 17:59:44 CET 2018, 2482.829 434.107 401.586 235.844 237.297 174.226 157.181 122.411 122.046 117.548 109.181 104.362 103.105 100.730 101.496 97.616 100.641 95.726 95.345 97.397 93.741 96.451 93.315 93.578 90.473 91.926 89.390 90.016 90.210 93.383 , 88.460 88.602 88.204 89.871 120.127 92.696 115.196 90.131 90.318 89.392 92.671 96.895 87.361 100.783 93.001 90.110 82.865 84.129 83.674 84.517
tests/i1535.scala, 3685, 2018-01-12T16:22:45Z, 7aeb306, 97.9295, Fri Jan 12 18:00:53 CET 2018, 2930.941 785.454 361.068 366.977 257.487 205.672 194.244 217.551 208.192 169.453 134.025 123.942 124.107 121.051 120.079 118.566 114.891 113.016 112.230 128.477 114.762 106.572 106.917 104.362 112.369 113.121 106.548 104.500 101.126 99.802 , 122.338 103.897 99.696 100.556 97.842 102.893 99.412 98.017 102.208 98.706 96.451 100.145 95.568 97.628 95.478 94.783 96.722 94.741 95.014 97.584
tests/i1687.scala, 3685, 2018-01-12T16:22:45Z, 7aeb306, 61.011, Fri Jan 12 18:02:01 CET 2018, 2318.976 351.049 285.699 177.632 129.374 134.454 107.640 87.198 77.486 74.004 80.850 84.108 74.726 68.496 68.260 66.361 65.264 72.594 64.335 65.491 66.549 67.317 62.385 63.423 61.674 62.360 61.248 62.363 60.612 61.878 , 61.597 61.064 60.048 60.852 60.527 61.778 59.738 62.772 61.680 61.923 60.958 62.708 59.419 61.532 59.751 59.783 60.543 61.456 58.278 61.120
tests/Vector.scala, 3685, 2018-01-12T16:22:45Z, 7aeb306, 478.153, Fri Jan 12 18:05:49 CET 2018, 6885.434 2277.865 1665.135 1652.332 1125.366 1037.417 998.234 1114.957 884.031 660.245 630.636 614.962 670.257 568.000 566.214 545.359 619.970 640.906 528.344 526.750 6195.211 2263.090 1717.362 1295.730 1231.343 1029.434 820.185 988.562 1016.883 1014.788 818.275 677.269 613.139 640.388 583.068 566.980 562.114 552.551 536.818 528.737 5769.762 1869.128 1443.144 1211.614 1091.374 1142.707 1418.610 1223.241 815.541 1006.802 808.487 762.800 711.123 682.055 638.468 702.907 594.944 596.261 556.547 551.624 , 528.874 509.108 498.013 541.339 504.132 478.375 481.431 473.882 519.381 537.513 499.451 483.854 502.548 467.682 461.636 465.884 465.299 459.368 470.773 485.061 465.999 450.004 451.736 456.453 450.667 447.572 452.866 446.837 452.335 444.178 581.606 575.601 533.851 509.612 519.169 495.947 479.388 481.559 477.044 475.209 483.958 471.001 478.501 464.847 458.705 468.800 464.097 467.132 457.057 486.860 463.079 461.498 454.277 459.783 454.944 459.919 458.840 475.457 456.177 450.710 569.598 539.724 534.365 524.738 527.254 511.740 504.157 503.424 506.482 489.703 507.150 511.177 514.872 483.448 496.347 501.738 482.805 477.401 477.931 476.000 481.690 533.229 522.293 478.537 461.528 461.336 469.117 459.510 463.442 457.489
tests/empty-class.scala, 3685, 2018-01-12T16:22:45Z, 7aeb306, 48.096, Fri Jan 12 18:06:55 CET 2018, 1979.697 234.119 150.335 121.753 103.661 87.590 77.225 67.396 58.086 59.385 55.915 55.911 56.136 57.438 54.558 53.561 52.456 51.154 50.920 50.238 50.795 49.518 50.054 49.453 49.132 49.365 48.780 51.674 48.682 48.990 , 50.528 49.405 48.907 48.138 48.806 48.054 49.582 47.872 48.002 47.752 48.157 47.998 49.515 47.658 47.735 50.899 47.361 46.913 48.288 46.731
tests/empty-object.scala, 3685, 2018-01-12T16:22:45Z, 7aeb306, 47.924, Fri Jan 12 18:08:03 CET 2018, 2204.705 225.116 180.512 135.324 118.616 89.722 73.206 64.889 64.436 64.302 58.444 58.231 54.845 53.916 53.485 52.044 52.844 51.182 52.803 51.381 52.041 50.502 51.209 50.972 57.124 57.962 50.279 50.332 50.152 51.152 , 48.342 49.410 47.933 48.444 47.587 48.350 48.035 49.538 47.915 47.391 49.298 47.494 47.721 49.045 46.832 47.291 47.901 46.994 47.577 48.354
tests/empty-file.scala, 3685, 2018-01-12T16:22:45Z, 7aeb306, 33.8695, Fri Jan 12 18:09:07 CET 2018, 1463.477 168.077 119.396 80.541 66.784 70.082 74.799 45.768 41.952 39.610 38.634 37.747 38.184 35.897 35.991 34.628 34.975 34.990 34.429 35.799 34.906 34.537 35.404 34.505 34.117 35.037 34.317 34.615 34.529 34.387 , 33.637 34.156 34.269 33.521 34.507 34.679 33.857 33.876 33.911 33.592 34.558 33.569 33.811 33.896 34.631 33.827 33.929 33.458 33.863 33.738
tests/patmatexhaust.scala, 3685, 2018-01-12T16:22:45Z, 7aeb306, 238.9365, Fri Jan 12 18:13:05 CET 2018, 4417.286 1882.120 1324.492 1210.006 1001.534 923.582 668.102 665.763 550.298 527.345 468.257 399.353 514.837 350.497 368.202 324.275 408.986 394.633 408.367 346.461 4831.636 1852.157 1215.797 881.675 815.477 658.612 691.307 536.477 417.585 442.432 443.951 412.444 331.474 324.459 307.385 299.893 327.381 289.152 288.992 295.799 4745.786 1905.159 1429.723 1048.939 775.829 681.823 666.474 570.221 452.075 429.151 409.799 354.412 343.128 323.338 321.293 331.964 415.146 384.975 348.044 340.652 , 299.219 287.110 323.961 264.630 262.866 264.263 255.057 259.733 254.944 249.289 247.462 250.297 254.372 241.614 255.326 241.159 240.390 244.602 244.818 240.266 237.870 237.425 255.077 232.924 236.790 237.755 233.598 238.263 229.224 234.462 226.453 230.696 230.693 224.804 227.044 227.213 224.732 225.143 222.557 222.786 266.432 266.447 267.595 259.121 259.143 262.480 250.837 253.280 252.408 249.059 243.982 255.105 242.583 254.712 241.185 239.614 244.795 238.480 237.812 237.971 234.527 229.493 233.630 228.303 233.959 224.813 229.792 228.125 226.372 234.946 226.124 225.278 225.332 222.913 223.662 222.421 221.917 232.884 221.187 223.448 274.177 308.046 260.518 255.743 258.176 247.049 245.347 271.122 252.312 256.885 259.499 250.533 255.836 253.323 240.127 265.806 245.003 245.567 239.393 255.120 263.357 255.949 229.614 231.147 232.821 228.094 231.094 230.067 228.971 230.162 226.444 225.678 228.176 225.697 225.930 223.930 222.569 226.384 229.391 227.115
tests/exhaustivity-I.scala, 3685, 2018-01-12T16:22:45Z, 7aeb306, 138.542, Fri Jan 12 18:16:45 CET 2018, 3447.795 1431.496 809.846 670.875 649.256 442.954 360.910 322.167 283.167 225.963 240.291 235.355 225.028 215.012 179.114 175.118 170.403 166.418 166.809 159.997 3488.077 1440.720 1056.429 807.965 644.003 557.354 427.720 285.831 279.779 258.243 222.743 276.386 263.670 247.667 203.423 183.742 171.669 157.827 153.056 152.320 3405.224 1001.767 722.024 541.521 444.376 379.150 341.189 296.824 374.979 345.327 263.698 220.106 201.855 195.356 190.765 225.888 240.526 195.801 212.449 175.363 , 157.892 157.738 153.982 149.995 153.296 146.846 148.007 148.295 144.357 146.405 142.035 144.885 146.659 141.960 144.216 136.544 141.218 149.408 137.172 141.996 140.679 133.448 136.253 135.312 134.398 137.718 133.924 131.075 130.760 133.089 131.605 132.938 130.367 131.401 130.473 130.521 131.048 129.962 131.142 130.866 149.578 144.994 143.709 141.552 143.836 139.503 140.482 140.602 141.981 139.184 144.211 141.801 143.369 143.256 137.413 133.866 135.319 134.647 132.353 131.129 129.727 132.628 130.446 128.376 129.199 127.538 129.225 127.158 128.061 127.126 127.107 127.887 128.007 128.477 126.713 126.756 127.774 126.673 128.559 126.730 163.763 177.320 164.743 157.235 150.929 154.487 146.275 149.870 207.638 164.558 149.267 146.965 143.931 149.129 142.336 157.146 146.390 143.602 140.848 139.953 141.785 142.818 162.029 149.097 149.167 169.658 159.864 134.708 134.786 134.030 132.681 137.900 132.157 134.105 129.679 130.756 131.534 128.973 130.093 128.639
tests/exhaustivity-S.scala, 3685, 2018-01-12T16:22:45Z, 7aeb306, 210.5485, Fri Jan 12 18:20:27 CET 2018, 3347.307 1026.801 661.321 438.126 490.479 339.863 284.996 298.649 346.538 284.004 241.023 229.696 226.393 221.609 218.593 216.931 216.680 216.366 209.837 209.112 3400.616 1100.529 825.849 618.577 523.487 336.687 414.929 352.117 273.661 261.848 258.248 285.838 247.421 245.046 236.222 234.198 231.217 227.749 231.356 227.798 3530.729 1276.836 759.770 434.111 379.169 313.847 293.689 271.782 260.485 250.605 245.954 270.552 235.118 233.127 229.846 228.023 244.511 225.813 224.930 223.113 , 208.346 205.832 209.939 205.015 202.494 202.352 202.645 202.343 200.702 203.090 201.392 200.110 199.156 199.906 200.847 204.322 199.511 271.004 198.993 197.094 196.455 197.610 198.196 196.301 195.982 196.329 196.428 194.502 193.846 196.173 194.073 196.706 196.064 195.243 194.887 193.892 198.522 197.021 219.444 208.925 225.005 273.859 223.238 228.877 250.676 219.573 218.386 265.564 233.405 242.182 216.302 219.066 214.980 215.342 215.669 216.415 213.712 212.894 213.865 212.304 216.373 212.482 213.727 212.235 211.999 211.041 212.028 215.639 210.199 209.937 209.919 211.750 210.495 210.146 210.350 209.691 208.259 210.703 209.773 208.643 221.420 220.146 236.864 231.860 215.981 215.746 241.407 216.285 222.579 227.580 214.797 220.288 220.210 219.877 211.736 212.271 212.322 213.580 241.268 212.933 221.417 217.963 210.732 212.600 209.908 210.410 209.361 209.335 208.379 208.900 209.989 211.739 208.515 210.345 208.755 211.506 208.225 211.117 206.493 210.602
