dotty, 4089, 2018-03-09T14:49:40Z, 2fcaae2, 35621.8125, Fri Mar  9 16:25:47 CET 2018, 85541.370 45831.665 38826.094 38099.257 38192.319 36666.699 36576.508 36637.947 37054.837 36168.505 35994.020 36441.635 36915.402 36025.122 36052.161 36579.311 36679.239 35781.305 35803.321 35841.611 36376.138 35732.273 35528.058 35642.339 36162.209 35718.804 35639.460 35758.099 36015.786 35618.386 , 35459.220 35635.873 36117.592 35658.399 35548.525 35667.843 36151.566 35451.792 35655.450 35579.726 36088.650 35450.138 35546.022 35673.129 36111.684 35571.286 35603.379 35607.752 36103.323 35480.984
opts/Vector.scala, 4089, 2018-03-09T14:49:40Z, 2fcaae2, 573.0675, Fri Mar  9 17:00:55 CET 2018, 7266.737 3197.129 2556.540 2144.464 1906.397 1256.194 1065.655 1260.624 1165.651 1151.762 1256.341 1082.962 758.863 720.220 720.350 673.141 705.754 860.860 687.555 632.102 7883.642 3009.524 2172.729 1705.127 2012.637 1316.936 1149.350 1104.066 1252.107 914.736 1287.820 824.705 751.483 831.290 694.520 670.591 680.694 727.973 821.005 651.577 7452.943 2602.836 1864.814 2070.785 1810.936 1436.829 1092.783 1339.539 967.341 795.815 879.535 757.483 696.750 823.679 714.740 657.295 622.589 669.823 611.529 612.309 , 649.953 636.599 623.523 599.323 776.782 605.681 602.235 612.019 589.896 620.773 626.716 577.864 569.159 555.009 564.563 572.742 561.219 550.595 551.677 569.767 544.407 552.262 542.648 575.848 606.108 545.112 574.172 557.716 585.399 604.855 646.846 627.673 614.126 619.903 614.570 597.195 598.953 591.235 577.419 571.664 594.668 592.540 570.212 575.119 596.187 589.543 594.719 567.864 572.753 556.726 557.508 557.416 567.810 556.377 548.908 557.730 544.926 546.932 551.278 561.663 595.479 616.018 601.754 606.361 589.867 585.710 586.399 638.157 608.350 585.454 572.745 566.434 562.889 550.816 574.207 609.333 573.382 564.846 549.297 542.116 541.225 553.006 543.558 540.828 550.356 537.442 542.017 539.577 553.759 546.620
tests/empty-class.scala, 4089, 2018-03-09T14:49:40Z, 2fcaae2, 64.462, Fri Mar  9 17:02:05 CET 2018, 2649.621 357.514 313.881 222.289 149.966 127.706 135.978 105.704 100.617 79.998 75.523 70.231 70.327 69.866 67.844 74.228 73.740 69.554 70.590 69.242 66.572 67.223 66.411 65.369 66.405 67.021 68.638 67.025 65.849 63.700 , 68.226 65.222 65.546 64.517 66.739 63.527 64.407 62.360 64.656 63.942 64.609 64.318 65.701 71.993 63.878 62.733 65.040 62.829 61.926 62.917
tests/empty-object.scala, 4089, 2018-03-09T14:49:40Z, 2fcaae2, 65.2395, Fri Mar  9 17:03:15 CET 2018, 2486.084 355.356 286.080 270.175 224.885 195.193 170.644 150.573 108.357 94.385 89.552 76.557 75.599 73.841 73.164 77.155 81.174 70.571 72.653 69.316 68.839 72.186 71.467 73.834 73.048 70.315 67.107 68.076 67.270 67.191 , 66.689 65.852 67.732 75.215 69.871 71.887 67.817 66.002 65.537 64.326 65.375 65.104 63.998 64.578 63.531 64.224 63.553 64.068 63.310 64.622
tests/empty-file.scala, 4089, 2018-03-09T14:49:40Z, 2fcaae2, 44.81, Fri Mar  9 17:04:23 CET 2018, 1816.143 303.376 183.305 144.583 100.862 84.265 64.271 77.879 51.608 49.857 48.693 48.766 48.620 46.702 47.295 45.936 47.033 45.707 46.419 45.727 46.308 45.283 46.304 45.828 48.206 45.841 44.921 45.573 47.443 45.560 , 44.743 45.406 44.480 45.345 45.160 44.536 45.699 44.475 45.224 44.527 44.993 44.939 44.155 45.201 44.114 44.886 44.003 44.712 43.953 44.877
tests/patmatexhaust.scala, 4089, 2018-03-09T14:49:40Z, 2fcaae2, 303.5595, Fri Mar  9 17:08:37 CET 2018, 5687.075 2246.967 1384.757 1383.349 1006.259 782.838 868.283 714.427 663.653 600.535 475.907 450.358 425.288 408.727 550.911 420.990 411.406 374.387 361.765 355.685 5482.283 1739.724 1511.826 1619.433 1405.492 1222.846 1141.057 1076.257 1028.168 849.504 810.553 741.105 578.589 492.680 452.929 488.780 413.480 401.775 383.136 376.669 5205.137 1968.520 1628.022 1500.326 1110.537 1027.008 942.314 743.422 816.972 625.651 689.074 622.903 445.388 512.944 417.790 413.371 391.505 381.873 370.997 367.356 , 352.282 424.947 337.895 344.843 330.071 382.699 367.244 317.296 349.376 310.114 303.376 309.009 304.060 303.019 306.980 298.902 301.176 309.062 294.074 292.649 300.934 328.838 297.425 298.128 292.569 289.769 291.533 290.466 287.679 289.430 283.117 281.811 361.192 284.216 279.870 304.737 285.816 277.933 281.123 275.723 376.983 408.273 356.275 372.601 358.618 360.610 387.778 357.587 406.909 325.371 322.698 323.437 312.628 310.813 325.022 306.729 304.756 348.024 311.498 303.743 303.945 296.014 295.372 299.821 297.320 294.109 297.679 294.508 294.159 339.903 305.158 298.360 308.658 286.319 292.979 283.597 282.683 290.277 281.728 281.774 360.631 349.550 360.181 339.614 344.303 328.867 339.948 321.923 320.123 323.174 314.838 308.296 312.465 305.349 302.860 323.531 302.005 301.201 308.347 297.217 296.145 301.548 296.992 307.091 295.602 295.888 296.071 347.147 359.224 294.918 292.234 291.103 298.567 296.142 284.039 292.505 290.965 283.306 287.586 286.289
tests/exhaustivity-I.scala, 4089, 2018-03-09T14:49:40Z, 2fcaae2, 164.381, Fri Mar  9 17:12:24 CET 2018, 3945.786 1553.022 946.635 643.826 543.686 462.517 533.300 367.090 335.462 408.149 371.148 276.663 235.645 231.315 262.007 238.616 199.411 210.547 190.005 185.843 3859.350 1336.484 1021.381 1120.241 865.475 620.279 605.965 440.930 446.541 288.481 267.441 341.228 294.333 247.269 298.385 252.486 299.168 264.734 261.356 260.694 3844.854 1160.843 1116.611 874.569 549.678 466.097 407.536 509.861 378.641 299.237 384.378 292.612 240.327 226.703 255.120 258.609 217.487 205.949 217.842 188.842 , 189.040 181.164 180.160 182.566 176.942 178.116 177.349 175.227 171.752 183.010 175.352 174.645 165.247 165.794 169.828 169.073 173.054 177.119 164.221 162.799 159.247 162.718 164.541 159.771 160.874 156.307 156.069 161.304 157.770 158.968 155.965 154.151 159.939 155.231 155.922 153.660 153.058 155.692 155.345 155.946 197.752 200.466 196.620 214.104 190.862 182.365 181.985 176.826 178.215 177.667 171.472 173.985 171.066 171.858 167.047 166.737 168.699 168.431 169.861 177.308 204.935 204.269 165.343 160.920 160.667 165.174 159.008 160.476 156.996 156.287 159.161 156.432 158.492 155.133 154.314 155.376 154.195 154.181 152.643 152.373 189.590 200.504 182.434 184.980 179.176 176.244 174.315 172.231 173.326 170.345 186.137 173.697 167.286 163.445 162.546 168.248 167.608 167.647 162.648 178.286 163.825 160.044 162.753 161.215 159.077 159.163 155.932 157.241 155.163 157.892 155.652 154.594 154.671 162.297 153.318 153.280 149.592 150.921 150.236 151.973
tests/exhaustivity-S.scala, 4089, 2018-03-09T14:49:40Z, 2fcaae2, 284.586, Fri Mar  9 17:16:22 CET 2018, 3994.777 1224.004 1228.391 781.885 664.312 656.914 405.605 389.882 435.597 424.850 339.188 364.766 322.987 332.766 417.277 307.755 305.877 303.608 301.392 304.373 3827.600 1356.067 859.635 646.791 559.915 548.011 428.892 420.414 510.698 351.693 509.138 380.231 319.706 347.276 335.017 334.829 340.959 310.697 298.050 299.683 3960.906 1259.900 904.806 686.345 537.334 620.308 452.075 385.102 366.705 354.737 340.564 334.059 324.851 322.215 321.512 318.610 312.366 325.198 313.459 301.810 , 296.474 324.376 298.657 299.972 408.304 299.120 286.868 294.969 285.192 287.365 282.870 283.206 282.845 283.829 284.343 280.820 280.070 282.789 278.942 279.060 282.790 289.122 284.509 285.547 311.757 278.007 277.178 279.090 280.031 276.588 277.447 278.142 274.453 343.932 279.164 274.656 273.120 277.200 272.611 274.048 296.272 295.673 302.543 290.414 350.498 299.507 285.481 286.794 284.708 293.590 283.740 299.108 296.895 289.369 281.773 279.374 279.171 282.487 280.572 278.615 281.184 280.509 279.601 278.251 278.989 278.414 276.871 277.851 280.495 278.969 275.331 275.644 280.471 278.371 275.555 276.920 274.063 275.895 273.799 273.409 303.198 302.195 300.380 301.475 297.674 296.633 297.433 294.792 295.408 291.647 291.149 288.190 294.726 291.626 289.846 289.643 293.967 286.467 286.830 287.020 289.042 287.870 286.240 286.291 287.093 284.498 285.728 292.022 284.606 282.306 283.802 285.793 318.251 292.390 286.080 282.557 284.538 289.093 284.566 281.747
tests/exhaustivity-T.scala, 4089, 2018-03-09T14:49:40Z, 2fcaae2, 910.9495, Fri Mar  9 17:21:54 CET 2018, 5023.180 2707.031 1566.804 1317.078 1610.364 1324.289 1343.303 1190.456 1106.448 1080.946 1037.309 1069.003 1388.327 1045.729 1015.212 1075.723 1008.688 966.910 957.539 957.771 5074.023 2628.712 1740.822 1230.030 1291.351 1258.005 1186.322 1188.746 1107.230 1122.487 1208.322 1175.743 1051.280 1014.857 1025.256 1016.812 976.279 987.824 973.683 960.945 5201.950 2303.579 1311.389 1327.198 1590.204 1451.274 1088.108 1062.056 985.886 984.946 946.593 959.604 1009.472 1042.581 946.623 1007.214 890.199 876.656 887.815 866.544 , 942.856 942.061 947.894 940.512 928.236 931.705 939.796 946.811 914.996 917.431 916.490 916.992 918.352 929.918 921.362 931.499 909.240 922.951 912.498 901.097 904.297 904.061 905.767 897.912 920.605 1019.340 1181.259 899.938 900.224 945.428 919.626 914.275 914.156 913.574 913.451 909.583 910.682 906.906 909.885 911.217 954.745 945.177 948.081 961.030 951.563 971.251 1021.880 1038.812 928.445 929.584 928.427 925.655 922.180 922.828 928.499 933.502 915.248 917.533 933.475 946.478 1003.436 914.255 932.048 912.068 918.501 915.222 911.308 912.427 912.318 939.927 906.602 899.596 908.181 900.886 899.558 902.525 905.894 907.880 901.495 895.691 888.937 860.782 980.027 888.976 854.013 850.197 855.363 850.789 850.220 846.134 844.820 859.872 855.493 855.583 1112.742 868.777 858.410 847.247 845.245 860.885 835.664 836.546 859.270 856.800 834.524 886.693 856.968 853.453 858.273 855.168 854.467 873.055 853.326 851.500 867.198 853.099 849.570 878.345 855.285 850.221
tests/exhaustivity-V.scala, 4089, 2018-03-09T14:49:40Z, 2fcaae2, 1968.985, Fri Mar  9 17:28:44 CET 2018, 5184.497 3359.932 2445.574 2094.652 1999.960 2016.329 1967.596 1986.503 2073.423 2166.412 2017.124 1959.645 1997.182 1924.676 1862.471 1863.149 1783.550 1792.021 1784.244 1793.138 5788.564 3664.993 2694.503 2869.331 2892.035 2602.516 2738.606 2813.443 2533.092 2645.487 2464.601 2431.352 2443.281 2548.955 2444.056 2648.271 2637.224 2732.898 2413.831 2366.257 5524.783 3040.537 2528.983 2288.138 2351.082 2203.571 2216.012 2577.201 2210.155 2148.377 2163.144 2205.816 2086.155 2089.861 2068.139 2031.759 2024.944 2049.049 2069.942 2012.308 , 1791.062 1801.633 1798.650 1786.084 1771.881 1775.593 1773.098 1779.023 1795.405 1776.877 1772.757 1787.626 1743.331 1758.286 1757.794 1747.999 1779.289 1751.886 1801.933 1759.091 1768.915 1763.769 1758.824 1749.129 1752.466 1761.761 1811.223 1806.561 1759.437 1749.916 1746.319 1745.814 1738.216 1742.376 1745.865 1733.687 1731.532 1729.960 1745.217 1758.597 2365.972 2407.460 2481.886 2529.470 2354.192 2415.667 2395.071 2357.640 2346.190 2381.513 2345.600 2402.563 2344.822 2349.804 2357.109 2336.914 2339.543 2357.095 2342.790 2333.958 2375.197 2348.330 2341.957 2348.108 2337.291 2357.836 2348.981 2338.731 2457.672 2374.816 2337.806 2373.584 2335.669 2320.629 2323.917 2375.605 2335.799 2342.408 2665.369 2348.355 2006.970 2034.398 2024.637 2007.275 1970.444 1971.896 1996.599 2022.977 1992.354 2019.733 1980.797 2007.527 1955.433 1985.179 2039.071 1986.782 1992.028 2197.201 1969.609 1942.237 1952.269 1956.904 1958.513 1954.810 1967.116 1961.780 1968.361 1963.694 1965.032 1972.257 1973.557 1959.398 1952.288 1948.310 1956.143 1960.180 1950.152 1945.345 1947.662 1944.940
tests/implicitNums.scala, 4089, 2018-03-09T14:49:40Z, 2fcaae2, 731.238, Fri Mar  9 17:30:23 CET 2018, 7319.214 3088.130 2343.001 1988.243 1648.529 1437.645 1312.854 1142.024 1116.203 985.692 957.101 865.461 796.506 779.434 776.117 798.522 762.029 769.962 808.317 776.504 746.893 753.219 738.810 735.104 737.860 737.278 731.505 734.601 753.623 738.878 , 733.675 731.769 734.174 737.140 730.239 735.064 743.834 730.990 746.969 726.809 819.533 739.338 725.832 730.559 722.008 728.969 731.486 728.182 723.040 729.357
opts/implicitNums.scala, 4089, 2018-03-09T14:49:40Z, 2fcaae2, 726.042, Fri Mar  9 17:32:02 CET 2018, 7394.444 2995.088 2313.728 1879.153 1563.162 1327.521 1210.259 1132.780 1015.668 950.911 886.081 854.609 854.061 800.963 793.096 760.225 762.122 747.886 754.708 742.786 743.786 746.315 739.843 731.378 739.714 729.148 730.166 730.680 730.103 726.788 , 736.024 729.873 736.284 725.931 721.148 730.066 728.897 720.719 738.914 721.922 726.153 727.539 716.613 748.510 715.374 731.030 720.954 725.667 717.632 724.299
