dotty, 3395, 2017-11-02T09:46:52Z, a914812, 35357.0225, Thu Nov  2 11:22:01 CET 2017, 80380.620 42010.115 38352.042 37505.796 36999.623 37287.022 36242.071 36127.525 36131.710 37185.774 35921.990 35908.915 35856.115 35857.036 36600.725 35680.861 35886.584 35611.664 36445.179 36322.522 35533.918 35535.246 36056.428 35626.968 35415.532 35423.441 35962.639 35306.398 35285.747 35339.155 , 35823.261 35241.329 35307.439 35158.581 35686.536 35253.620 35313.441 35310.944 36530.392 36543.209 35242.156 36322.635 35892.424 37489.449 35337.995 35283.625 35701.029 35376.050 35039.405 35729.749
tests/exhaustivity-I.scala, 3395, 2017-11-02T09:46:52Z, a914812, 189.5075, Thu Nov  2 11:48:56 CET 2017, 4096.622 1159.216 852.309 815.020 796.097 705.064 450.848 516.079 428.267 395.395 309.060 349.092 272.563 253.231 240.236 232.388 229.383 223.064 219.385 226.763 4293.929 1569.396 1058.260 760.198 657.385 504.396 436.852 372.234 436.311 419.144 404.673 266.787 258.664 268.106 229.744 232.678 221.254 221.406 215.761 221.816 4090.957 1437.418 1001.833 701.615 719.905 612.784 521.577 408.284 435.168 375.045 288.258 336.136 335.733 246.856 230.074 223.816 219.743 272.968 219.673 215.623 , 214.002 212.454 215.453 204.707 202.530 206.568 201.120 203.502 205.864 207.437 199.392 201.311 197.487 198.995 191.133 190.099 215.341 193.961 194.109 194.878 192.227 194.035 187.310 184.486 189.813 184.554 190.887 187.138 186.789 187.045 182.484 183.373 182.139 183.887 183.264 189.396 182.341 179.095 177.698 179.888 212.492 205.938 203.240 200.924 261.982 204.172 237.170 197.458 206.894 214.793 189.433 190.547 188.121 191.513 187.871 187.778 194.380 184.706 195.053 187.591 185.677 184.997 183.935 183.690 183.376 179.866 195.094 177.909 179.630 176.145 177.099 184.005 179.862 180.075 172.958 174.661 174.786 172.621 175.269 172.220 204.324 204.455 213.602 200.355 198.778 203.024 192.225 192.789 205.938 192.337 192.377 189.582 190.499 193.756 194.539 192.100 190.196 190.256 201.272 192.005 192.439 184.656 183.981 187.964 183.694 188.894 182.050 183.113 185.177 180.084 182.334 183.652 181.547 182.409 177.902 177.728 179.794 178.646 178.660 176.686
tests/exhaustivity-S.scala, 3395, 2017-11-02T09:46:52Z, a914812, 282.708, Thu Nov  2 11:52:55 CET 2017, 4042.380 1424.007 1000.553 856.982 685.134 516.293 411.544 392.419 365.504 356.327 359.146 325.769 324.990 319.059 315.973 303.383 306.737 335.357 320.449 336.171 4024.784 1440.076 811.108 768.072 541.638 471.621 512.541 398.804 415.730 381.902 364.026 356.991 356.007 366.770 392.624 362.347 353.525 338.751 334.659 340.266 4064.270 1451.293 952.630 667.584 545.033 445.174 436.856 435.288 335.492 321.870 320.345 303.105 294.279 289.989 287.025 287.224 291.717 294.876 317.391 282.913 , 325.438 293.228 295.590 294.332 292.369 287.006 286.535 283.504 285.930 302.131 291.194 283.015 286.913 280.303 282.401 280.436 283.807 292.008 279.140 280.817 281.096 279.230 277.787 279.095 277.626 288.163 281.279 283.249 277.848 275.301 277.814 275.828 276.795 279.864 274.728 274.383 279.419 272.537 273.675 272.674 349.118 330.796 333.995 326.371 325.118 326.155 323.062 322.894 324.329 322.670 367.666 323.008 324.999 318.535 318.570 322.131 322.135 319.287 316.980 319.451 316.207 314.562 313.885 313.494 312.940 313.849 313.464 320.057 311.088 312.975 314.339 311.835 319.998 309.936 311.163 311.993 310.070 319.211 315.453 313.604 297.799 281.918 274.499 279.537 274.271 273.587 289.590 279.819 268.544 267.775 267.880 265.971 268.034 264.340 274.171 274.451 264.917 266.471 263.802 276.520 264.595 284.717 276.946 265.249 261.794 267.468 261.895 260.102 260.685 261.920 271.332 265.941 259.254 260.516 259.476 258.442 257.595 258.754 257.582 258.410
tests/exhaustivity-T.scala, 3395, 2017-11-02T09:46:52Z, a914812, 868.5515, Thu Nov  2 11:58:23 CET 2017, 4819.432 2218.127 1502.427 1270.073 1506.010 1146.309 1154.757 1124.316 1053.386 1063.087 969.495 1052.887 988.228 980.093 943.924 948.806 913.378 903.638 912.139 891.838 4577.666 1741.819 1365.067 1572.359 1634.661 1300.252 1417.354 1308.020 1044.779 971.552 1067.145 1057.753 916.349 899.597 891.401 904.742 864.120 919.105 858.610 871.236 4655.822 1942.427 1717.578 1342.178 1548.020 1190.366 1138.041 1114.823 1045.507 1211.656 1097.283 1014.594 962.994 957.710 946.384 939.992 947.768 923.141 919.216 919.746 , 882.724 883.125 913.814 915.625 953.989 884.316 871.136 870.524 878.382 882.671 866.904 896.542 884.729 977.734 872.217 857.437 881.671 1038.681 876.307 867.355 856.228 856.792 855.961 880.103 876.929 851.236 856.836 848.293 1030.502 881.725 849.880 852.090 846.136 863.810 849.770 861.666 864.685 851.300 851.004 846.082 846.256 851.915 840.972 862.101 877.293 851.613 838.373 883.855 838.562 827.155 825.781 925.052 832.252 846.987 827.578 823.591 820.116 828.600 828.135 823.505 823.153 824.231 826.058 828.123 830.955 821.537 820.640 817.866 830.992 824.665 820.762 824.133 817.353 823.528 833.059 895.590 861.374 817.001 814.084 820.445 910.153 923.993 914.893 895.687 896.963 902.443 889.758 891.264 918.398 996.019 911.547 889.325 897.098 896.123 909.438 888.507 871.525 881.206 872.815 875.856 871.616 912.040 891.579 868.067 871.760 870.545 879.043 1062.738 875.112 894.934 871.212 888.471 869.036 864.505 874.894 865.425 867.754 873.525 866.342 872.835
tests/exhaustivity-V.scala, 3395, 2017-11-02T09:46:52Z, a914812, 1965.6335, Thu Nov  2 12:04:57 CET 2017, 5389.458 3151.107 2534.861 2398.131 2548.181 2196.622 2176.559 2111.535 2205.434 2081.464 2036.041 2037.223 2018.122 2020.814 2006.306 2033.130 1996.779 2015.141 2014.851 2001.303 5382.523 2893.320 2473.572 2514.673 2477.055 2266.065 2237.797 2127.759 2124.722 2160.832 2370.906 2275.845 2203.180 2136.434 2025.205 2028.829 2015.394 1999.656 1998.302 2037.829 5506.278 2838.603 2429.343 2287.997 2423.638 2493.449 2118.969 2052.048 2022.333 2002.314 2059.737 2018.311 1992.623 1961.228 1962.065 1947.325 1944.981 1943.293 1965.935 1978.903 , 2009.172 2020.843 1972.555 1999.755 1970.928 1985.104 1966.678 1966.328 1962.221 1958.393 1962.046 1967.421 1975.260 2121.019 1975.395 1948.327 1958.673 1963.438 1990.886 1973.649 1967.586 1954.427 1951.810 1951.871 1946.502 1968.427 1961.348 1975.447 1954.178 1964.842 1951.709 1963.618 1952.257 1943.204 1991.096 1985.990 2039.571 2069.005 1943.275 1934.359 2206.426 2007.624 2016.853 2015.971 1968.149 1987.448 1984.562 1974.346 1970.234 2036.873 1966.943 1972.644 1973.939 2036.533 1993.733 1973.450 1973.197 1985.237 1989.331 1975.661 1971.013 1981.103 1975.003 1967.357 1963.573 1968.336 1985.066 1972.532 1966.890 1977.971 1956.491 1980.101 1975.575 1980.959 1998.116 1955.145 1985.946 1964.939 2009.898 1956.166 1968.002 1963.406 1973.846 1945.356 1923.451 1933.538 1957.275 1918.019 1911.179 1920.293 1922.647 1945.393 1922.398 1911.860 1915.160 1939.259 1911.799 1911.835 1904.937 1970.107 1910.007 1912.575 1937.297 1934.923 1913.576 1946.090 1954.094 2005.847 1900.146 1943.461 1898.745 1898.073 1947.197 1902.580 1921.708 1919.631 1953.791 1915.623 1960.091 1905.675
tests/implicitNums.scala, 3395, 2017-11-02T09:46:52Z, a914812, 742.159, Thu Nov  2 12:06:36 CET 2017, 6757.595 3161.196 2052.515 1578.137 1297.142 1049.932 909.938 866.776 811.751 793.059 812.892 790.180 793.689 777.044 774.479 804.628 760.641 759.075 759.304 750.911 747.244 759.713 746.479 745.488 756.657 745.444 744.968 755.984 745.811 750.672 , 753.260 740.358 737.725 746.846 768.639 747.241 762.213 740.066 739.559 811.530 762.640 736.074 744.978 751.475 731.613 743.960 733.557 730.772 738.643 730.414
tests/scalapb, 3395, 2017-11-02T09:46:52Z, a914812, 7575.1165, Thu Nov  2 12:14:02 CET 2017, 29849.378 15930.915 12081.043 8785.213 8308.918 8128.677 7944.825 8037.948 7854.877 7822.473 7893.590 8039.573 7824.634 7920.089 7742.289 7792.495 7671.345 7641.190 7742.260 7636.294 7578.806 7628.049 7596.248 7705.803 7662.259 7738.133 7695.551 7618.215 7588.136 7669.456 , 7638.239 7685.912 7540.327 7619.275 7733.786 7556.609 7541.867 7620.893 7547.367 7647.614 7548.161 7575.433 7548.266 7578.267 7533.268 7503.478 7569.460 7632.200 7574.800 7612.705
dotty, 3395, 2017-11-02T11:15:20Z, 7fefe01, 35017.4925, Thu Nov  2 12:50:00 CET 2017, 80778.613 41736.723 37766.007 36893.937 37357.234 36071.818 35897.524 35897.868 35581.847 36604.209 35389.936 35906.705 35553.172 36426.210 35429.568 35337.127 35657.957 36370.381 35174.452 35274.355 35139.369 36154.677 34988.243 35133.880 35112.769 35838.605 34863.537 34903.020 34805.980 35528.088 , 35048.610 34902.164 34871.966 35637.385 35043.058 35205.615 34858.182 35540.535 34926.734 35025.978 34995.886 35584.699 35155.379 34884.966 34991.749 35578.111 35009.007 34919.537 34954.221 35588.299
tests/scala-library, 3395, 2017-11-02T11:15:20Z, 7fefe01, 5683.838, Thu Nov  2 12:55:40 CET 2017, 26218.540 10877.151 8388.959 7013.252 6538.087 6764.400 6277.520 6116.946 6537.773 5994.296 6118.023 6097.970 5995.721 5924.063 5821.469 5871.827 5902.921 5805.969 6004.872 5979.186 5805.644 5881.073 5806.291 5787.078 5806.182 5788.536 5858.437 5732.811 5694.317 5737.280 , 5731.648 5723.946 5762.441 5665.941 5720.897 5673.540 5788.659 5669.481 5674.076 5646.332 5651.065 5642.849 5717.540 5725.095 5841.668 5672.570 5657.806 5628.349 5693.600 5749.842
tests/implicit_cache.scala, 3395, 2017-11-02T11:15:20Z, 7fefe01, 109.3935, Thu Nov  2 12:56:54 CET 2017, 2973.526 637.869 429.496 350.187 346.769 261.520 198.372 187.725 142.965 141.736 138.668 138.779 130.211 126.247 128.738 128.687 128.908 120.017 119.509 119.416 118.066 118.246 114.451 116.203 113.582 112.720 114.010 113.298 114.572 112.353 , 115.048 114.801 113.360 136.902 112.372 112.816 109.616 111.705 108.696 108.626 109.171 109.070 109.136 106.869 107.415 157.578 132.643 106.582 108.261 108.735
tests/implicit-scope-loop.scala, 3395, 2017-11-02T11:15:20Z, 7fefe01, 115.5415, Thu Nov  2 12:58:08 CET 2017, 3029.130 555.340 453.940 351.759 429.094 370.375 267.633 231.866 178.278 170.784 149.320 137.082 142.005 133.159 132.018 128.930 126.830 130.273 127.444 127.373 123.404 123.222 122.915 120.160 123.294 119.438 123.023 117.469 117.450 119.095 , 116.769 124.660 115.023 117.811 116.607 122.265 116.641 112.980 116.127 113.156 116.060 112.622 112.926 118.249 113.044 119.131 111.867 112.270 113.666 111.139
tests/i1535.scala, 3395, 2017-11-02T11:15:20Z, 7fefe01, 135.143, Thu Nov  2 12:59:24 CET 2017, 3466.410 1058.411 817.234 534.160 398.606 368.311 252.267 232.695 243.103 251.357 178.773 190.758 165.464 164.703 157.115 156.594 165.966 149.718 148.937 153.507 151.584 146.338 147.518 148.623 152.857 144.195 144.324 140.949 140.836 142.446 , 150.453 151.929 137.322 134.883 144.555 137.176 132.952 136.186 134.134 134.750 145.421 197.909 145.580 133.719 128.990 129.352 134.599 129.285 130.904 135.403
tests/i1687.scala, 3395, 2017-11-02T11:15:20Z, 7fefe01, 88.714, Thu Nov  2 13:00:36 CET 2017, 2808.836 610.333 427.234 311.840 268.797 220.789 186.221 139.710 113.092 110.230 116.115 105.579 100.169 107.239 97.091 99.135 96.951 95.688 100.790 92.196 96.351 94.223 97.608 91.594 91.822 93.661 91.128 94.893 90.954 98.157 , 96.502 90.237 91.072 89.801 89.692 90.076 88.263 92.662 91.831 86.719 89.165 89.550 87.954 86.783 87.261 86.095 88.106 85.390 87.793 86.376
tests/Vector.scala, 3395, 2017-11-02T11:15:20Z, 7fefe01, 566.5945, Thu Nov  2 13:04:26 CET 2017, 7419.038 2641.111 2248.695 1973.937 1740.505 1610.426 1189.093 1176.909 1006.974 809.305 733.424 739.102 747.608 675.485 663.769 680.371 640.383 623.003 614.447 613.014 7994.948 2576.005 1811.520 1588.048 1389.289 1210.048 1136.660 1007.315 934.155 857.302 800.181 681.264 783.761 665.012 634.387 615.073 619.561 607.532 631.644 619.940 7896.035 2259.246 1927.518 1551.953 1448.965 1274.307 1161.156 1006.797 1004.720 943.368 1006.798 783.240 708.765 697.644 721.082 689.231 661.534 661.186 641.587 676.547 , 612.200 594.001 622.207 596.613 596.601 586.068 595.230 584.923 576.546 575.241 572.983 580.853 560.817 561.891 574.283 602.365 565.790 556.140 564.546 551.206 548.550 546.169 565.810 549.122 545.504 577.374 549.729 543.992 543.460 591.774 612.898 592.833 593.688 626.427 576.668 575.991 569.590 575.736 562.165 559.716 567.072 573.052 555.205 548.767 581.129 549.201 546.772 541.033 555.674 536.380 542.078 546.588 577.040 534.016 532.391 529.708 570.088 550.880 525.100 548.991 675.497 802.701 640.139 746.983 672.574 631.897 646.243 657.469 641.210 597.088 599.924 587.604 584.810 567.710 563.699 576.122 560.883 561.340 562.006 566.117 554.867 552.163 550.447 570.895 551.632 543.051 556.975 554.441 542.196 547.289
tests/empty-class.scala, 3395, 2017-11-02T11:15:20Z, 7fefe01, 71.9425, Thu Nov  2 13:05:38 CET 2017, 2499.480 341.288 285.168 242.124 189.236 125.818 113.530 95.080 100.777 83.110 81.694 80.684 78.898 78.862 80.913 75.881 82.289 78.401 84.467 81.336 78.540 74.795 78.090 81.375 74.775 72.908 77.343 72.720 73.418 72.864 , 71.930 76.299 71.908 73.473 72.296 73.417 71.839 73.009 71.176 72.068 70.547 72.365 72.420 71.955 70.715 71.725 71.430 69.927 75.128 70.476
tests/empty-object.scala, 3395, 2017-11-02T11:15:20Z, 7fefe01, 74.616, Thu Nov  2 13:06:50 CET 2017, 2465.057 368.276 243.235 216.433 193.309 158.190 126.434 154.084 116.436 88.829 84.996 81.604 82.711 82.048 91.823 80.700 80.592 80.030 79.200 77.623 78.926 79.733 79.702 76.277 79.243 77.637 82.347 75.505 79.841 84.436 , 84.901 78.533 78.449 74.419 82.237 75.351 75.939 75.416 74.693 73.604 74.539 74.701 74.812 74.410 74.228 72.876 74.125 72.808 74.091 72.575
tests/empty-file.scala, 3395, 2017-11-02T11:15:20Z, 7fefe01, 58.724, Thu Nov  2 13:08:01 CET 2017, 1962.670 298.252 173.301 143.615 134.428 99.275 85.277 74.491 65.516 64.293 66.863 62.275 62.969 62.648 62.786 61.197 61.363 61.528 59.702 61.794 59.179 60.289 59.110 60.292 58.722 59.964 60.716 59.092 59.718 58.223 , 59.593 58.066 59.158 59.548 60.361 58.684 57.864 59.727 57.984 61.016 58.732 58.628 60.545 58.181 59.228 57.476 64.509 58.344 57.032 58.716
tests/patmatexhaust.scala, 3395, 2017-11-02T11:15:20Z, 7fefe01, 305.163, Thu Nov  2 13:12:12 CET 2017, 5219.705 2227.840 1697.237 1338.878 1079.742 1003.667 831.332 801.566 715.013 507.520 519.736 482.874 477.015 539.576 541.405 502.284 397.607 367.116 359.216 363.098 5406.763 2049.298 1545.746 1382.473 1132.350 1125.852 834.577 743.411 696.783 561.635 510.689 491.406 469.376 519.473 423.588 414.003 376.895 360.201 507.681 381.884 5126.975 1850.538 1494.892 1028.965 1078.712 1011.843 750.885 922.592 707.420 629.722 510.089 507.429 547.827 595.689 507.235 433.417 493.734 385.427 364.548 365.304 , 364.078 505.657 428.495 373.581 367.790 425.101 334.325 406.065 353.599 313.198 320.889 307.142 315.194 342.804 338.826 315.697 307.330 300.536 315.341 308.565 304.071 299.750 303.807 292.853 306.509 309.387 295.283 290.074 294.330 292.219 285.385 298.246 285.547 284.123 290.808 283.985 283.675 301.214 283.094 282.626 339.360 336.157 342.329 366.982 343.682 315.802 322.670 340.714 317.542 314.399 302.998 307.394 312.798 306.039 311.992 308.075 324.744 296.883 300.130 294.935 299.661 298.987 292.476 301.596 302.236 292.871 295.020 302.328 359.883 316.379 290.101 282.062 282.019 291.933 280.220 281.667 289.354 279.675 282.642 280.724 358.069 351.855 343.027 347.573 348.379 327.919 337.517 328.890 375.581 315.203 347.196 311.226 321.481 317.066 302.557 301.010 307.146 297.677 304.295 308.894 297.252 296.438 304.298 305.309 305.017 326.153 302.021 299.017 338.262 337.947 287.179 297.610 299.383 288.072 295.263 283.351 288.152 302.522 296.397 317.294
tests/exhaustivity-I.scala, 3395, 2017-11-02T11:15:20Z, 7fefe01, 184.9275, Thu Nov  2 13:16:06 CET 2017, 4306.824 1328.911 980.188 890.320 698.570 458.738 383.945 423.364 421.770 353.229 279.910 312.049 241.272 236.236 226.060 221.127 228.886 218.170 234.195 199.090 4245.934 1366.929 1003.852 875.538 584.576 672.073 580.972 421.762 347.616 317.740 292.037 269.408 259.446 255.690 241.494 237.847 228.355 218.898 212.738 213.718 4196.675 1532.762 1136.363 928.779 795.986 687.078 595.313 412.831 327.921 327.347 283.169 265.778 254.054 255.002 239.564 238.816 236.201 220.795 209.278 215.448 , 198.117 203.493 195.556 197.639 191.437 190.258 192.691 188.282 195.832 186.824 189.397 279.180 186.972 185.758 189.815 205.676 190.580 186.917 254.518 184.933 180.259 177.938 184.008 181.008 184.922 200.768 178.090 183.471 176.100 181.573 218.115 182.199 177.193 175.170 172.963 174.207 172.683 176.425 172.400 172.045 203.198 218.356 207.578 202.363 198.256 204.973 193.306 194.441 189.783 190.815 192.589 190.411 193.915 190.756 189.489 195.515 190.862 198.218 189.542 188.396 194.560 182.770 184.906 182.639 181.592 186.931 181.977 183.238 180.345 186.937 203.000 183.783 183.037 179.736 178.905 182.917 187.260 179.023 183.674 178.977 202.092 199.786 210.317 227.693 215.410 191.354 185.215 195.602 187.656 181.614 185.618 182.876 190.761 184.808 183.677 183.838 183.946 186.852 181.166 181.361 189.806 175.423 179.238 175.666 174.995 178.396 172.258 175.469 171.274 174.804 176.815 170.572 172.505 169.899 169.227 170.706 169.488 170.295 168.644 168.852
tests/exhaustivity-S.scala, 3395, 2017-11-02T11:15:20Z, 7fefe01, 278.4485, Thu Nov  2 13:20:04 CET 2017, 4060.074 1471.337 1158.201 844.736 659.199 542.738 505.967 502.859 415.033 386.129 432.944 432.317 421.844 346.249 345.351 568.153 347.946 330.619 327.855 326.495 4060.239 1341.172 876.363 762.788 672.341 610.675 441.885 412.698 337.090 328.870 317.878 406.935 316.227 300.886 298.118 295.206 293.981 308.321 321.943 307.887 4005.427 1662.111 825.286 738.682 565.460 433.969 390.439 360.573 359.070 323.957 365.541 309.470 307.530 295.881 294.998 335.261 288.383 291.687 288.802 284.116 , 329.679 412.598 325.151 323.212 324.101 325.569 321.857 317.119 315.074 314.117 313.744 337.445 311.096 309.640 309.331 312.849 311.038 309.200 309.346 333.606 319.680 310.193 306.955 307.233 306.874 306.839 311.131 305.818 310.682 317.812 306.132 305.897 308.862 308.367 312.224 339.064 306.018 302.737 307.269 310.804 298.631 280.425 281.474 282.647 288.491 328.351 276.447 277.736 276.059 273.703 277.366 272.742 271.467 275.244 270.361 279.299 278.139 269.460 268.972 273.583 276.737 268.511 267.275 274.274 267.385 265.273 299.278 266.821 267.346 270.264 267.715 268.082 268.643 264.729 270.122 286.021 262.309 262.602 262.702 267.021 289.987 283.645 280.439 282.198 278.273 278.624 292.032 276.728 280.272 272.779 275.325 279.943 274.799 270.654 267.960 285.935 272.317 267.368 268.668 273.425 267.360 265.796 269.560 265.057 277.029 265.135 266.814 287.316 266.392 290.015 265.475 265.946 267.353 266.075 264.403 264.336 262.750 263.282 263.278 264.302
