dotty, 3375, 2017-10-24T14:14:27Z, bf80d6b, 33251.0195, Tue Oct 24 16:36:08 CEST 2017, 75974.162 41038.519 36093.313 35086.232 34548.548 34701.276 33579.943 33435.529 33703.189 33832.728 , 34122.897 33200.797 33334.540 34022.638 34246.980 33145.990 33195.776 33410.901 34475.786 32868.666 32797.613 33301.242 34200.083 32601.321 32828.021 33339.556 33978.028 32803.897 32786.077 33079.191
tests/exhaustivity-I.scala, 3375, 2017-10-24T14:14:27Z, bf80d6b, 181.2325, Tue Oct 24 16:54:55 CEST 2017, 3852.926 1134.509 840.436 687.545 774.462 564.626 531.033 515.916 485.687 355.711 289.877 261.232 254.182 256.309 240.890 263.363 224.464 256.737 268.843 257.103 3991.664 1166.650 829.770 875.045 698.920 524.863 501.497 365.217 346.223 302.040 362.845 268.580 244.643 287.587 268.742 227.841 221.302 209.173 206.485 207.678 4032.750 1182.866 956.938 876.364 716.288 610.331 545.839 359.914 349.704 306.423 275.699 310.075 242.677 240.904 225.828 219.506 215.304 219.152 243.612 215.710 , 207.793 201.020 198.996 200.852 197.098 197.436 193.875 188.554 193.103 189.520 191.161 188.413 184.127 187.519 183.016 188.150 184.871 186.951 187.799 182.388 187.287 179.199 177.618 181.484 178.593 180.692 173.192 176.543 177.408 171.071 172.872 173.079 183.796 173.118 169.025 169.358 170.673 169.824 174.085 169.700 199.250 212.177 208.505 192.442 192.697 190.804 188.451 190.693 189.275 186.931 184.070 181.255 184.884 181.229 183.002 178.100 180.288 182.697 178.072 183.427 175.371 178.282 177.953 176.582 179.931 173.134 188.876 175.361 167.498 169.210 172.255 177.337 171.569 169.089 168.875 170.351 166.699 168.596 166.482 168.805 217.383 196.857 213.326 191.514 191.860 191.212 197.028 186.441 181.236 186.337 180.288 184.812 186.246 179.964 183.503 182.953 182.267 226.197 182.476 182.881 175.873 174.886 180.954 174.414 178.651 172.830 170.205 173.215 169.174 170.782 183.788 170.612 170.191 168.320 171.880 200.622 169.186 171.134 168.551 168.735
tests/exhaustivity-S.scala, 3375, 2017-10-24T14:14:27Z, bf80d6b, 279.973, Tue Oct 24 16:58:39 CEST 2017, 4022.440 1642.265 1006.897 918.054 549.994 456.442 418.748 380.622 453.503 439.500 380.288 323.794 308.507 303.025 302.300 300.158 345.993 300.655 317.433 298.015 4094.569 1193.784 703.892 884.430 601.976 444.364 554.876 437.545 339.542 321.502 320.393 383.704 305.868 302.996 293.503 292.093 294.792 287.793 289.508 287.992 4023.590 1272.751 845.072 716.010 620.510 534.833 425.619 414.649 381.665 364.076 352.655 347.704 349.415 348.060 335.011 335.454 330.711 326.813 329.903 322.221 , 292.238 285.991 282.761 299.762 286.296 286.949 281.393 282.477 301.100 279.859 289.365 279.967 286.622 279.033 295.886 279.228 281.182 278.111 277.443 275.864 276.700 278.723 276.391 275.808 274.948 279.893 279.509 279.290 272.617 273.111 272.512 272.502 279.979 277.238 271.472 272.335 272.438 274.376 270.942 271.108 283.714 278.252 278.439 279.463 276.279 304.903 276.931 275.057 286.172 277.231 292.865 271.063 271.178 269.946 269.424 269.920 294.479 274.376 268.642 267.737 266.970 266.110 266.854 265.379 265.347 263.269 274.732 268.158 266.240 279.520 264.733 264.526 277.004 273.340 281.581 271.516 264.030 274.658 264.384 270.293 335.225 327.933 345.834 317.654 314.901 316.808 310.931 321.858 310.139 310.289 314.308 311.415 312.800 309.550 307.568 306.913 306.770 307.255 310.567 306.490 315.914 307.404 305.852 313.787 308.578 304.184 304.049 302.876 304.330 303.376 302.959 301.828 304.145 302.407 303.084 300.623 305.995 303.978 301.641 301.719
tests/exhaustivity-T.scala, 3375, 2017-10-24T14:14:27Z, bf80d6b, 1002.2715, Tue Oct 24 17:03:08 CEST 2017, 4947.903 1921.255 1449.027 1567.223 1629.376 1279.553 1189.290 1171.852 1141.482 1160.783 1121.713 1134.721 1087.520 1130.235 1180.726 1185.053 1156.418 1208.104 1074.104 1116.826 4804.907 2258.733 1773.928 1317.060 1339.682 1161.583 1131.224 1188.460 1096.048 1062.574 1190.678 1144.654 1073.215 1004.923 1039.314 1079.498 1004.568 980.463 974.599 959.412 4964.140 2198.337 1435.378 1538.711 1916.098 1390.884 1391.294 1314.546 1273.788 1238.296 1213.627 1182.986 1141.990 1107.882 1108.716 1071.452 1064.974 1052.408 1053.110 1065.455 , 1080.050 1047.548 1047.205 1032.317 1027.664 1026.806 1019.909 1020.656 1018.889 1022.950 1062.860 1029.390 1023.347 1019.514 1015.949 1017.800 1011.033 1011.459 1006.722 1004.359 1005.290 1008.781 999.542 1003.832 1009.484 997.745 1002.974 1008.735 1072.333 1016.064 1002.845 997.368 1060.010 993.972 994.064 990.116 994.088 990.046 993.419 988.605 956.765 952.647 947.467 947.390 945.289 947.268 966.127 953.843 960.670 935.667 930.107 926.628 927.843 920.284 928.633 920.780 925.085 922.372 1030.088 917.670 920.530 924.431 917.696 919.167 916.844 918.963 1002.737 941.577 916.292 935.235 910.068 915.555 914.242 912.182 911.117 909.031 931.748 914.910 912.352 908.185 1050.074 1195.278 1073.741 1285.440 1044.197 1030.318 1016.614 1067.245 1063.918 1039.517 1037.090 1057.425 1029.004 1055.500 1075.703 1055.923 1017.457 1035.818 1036.487 1017.504 1004.108 1242.789 1019.114 1014.080 1001.796 1006.834 1003.538 997.868 1001.806 997.114 996.042 994.345 999.828 993.254 990.125 1010.633 1017.211 997.801 989.846 995.067
tests/exhaustivity-V.scala, 3375, 2017-10-24T14:14:27Z, bf80d6b, 1921.1605, Tue Oct 24 17:09:02 CEST 2017, 5252.485 2705.456 2306.199 2289.217 2511.933 2258.086 2145.128 2114.050 2155.952 2210.826 2292.452 2088.978 2164.150 2122.535 2073.806 2111.813 2076.531 2041.155 1997.151 1990.524 5152.368 2537.425 2294.463 2435.124 2152.985 2204.473 1840.532 1675.709 1713.340 1642.265 1655.883 1606.787 1609.280 1601.810 1594.927 1591.920 1669.966 1607.689 1631.180 1689.098 5350.111 2580.470 2378.554 2377.585 2404.701 2223.726 2314.989 2348.537 2072.956 2025.367 2003.900 1990.234 1991.718 1970.104 1964.512 1966.546 1974.908 1947.805 1967.219 1971.261 , 1976.248 1985.586 1973.878 2033.187 1973.202 2008.881 1962.367 1972.212 1977.400 1958.715 1968.305 2002.969 1954.860 1970.542 1995.868 1973.667 1956.900 1945.628 1982.301 1950.194 1983.285 1952.324 1956.980 1961.949 1962.087 1967.052 1961.287 1974.765 1959.174 1960.208 1941.862 1959.684 1949.845 1958.692 1957.168 1946.086 2060.315 1955.372 1979.275 1972.455 1597.760 1608.555 1572.010 1566.383 1551.934 1554.471 1548.265 1552.708 1556.764 1536.996 1552.138 1547.525 1534.015 1539.512 1552.238 1545.238 1540.906 1542.986 1570.687 1558.658 1554.639 1544.747 1524.908 1526.177 1527.629 1533.496 1542.827 1817.041 1553.447 1553.796 1554.989 1541.106 1530.432 1531.423 1527.785 1555.820 1664.207 1543.486 1520.516 1522.908 1926.073 1928.220 1918.355 1946.193 1940.775 1992.647 1951.715 1918.496 1923.576 1926.379 1910.047 1929.492 1954.482 1916.782 1926.024 1926.885 1917.647 1921.520 1939.166 1949.270 1911.547 1922.842 1900.377 1898.834 1903.671 1904.837 1925.864 1945.810 1902.287 1902.357 1906.296 1910.469 1921.019 1921.302 1907.585 1904.283 1887.708 1893.224 1952.075 1892.522
tests/implicitNums.scala, 3375, 2017-10-24T14:14:27Z, bf80d6b, 768.2815, Tue Oct 24 17:09:59 CEST 2017, 6576.059 3864.698 2147.051 1631.324 1664.436 1166.041 993.125 901.214 834.903 850.007 , 807.101 786.140 788.427 788.627 778.378 778.224 771.751 767.409 770.904 758.030 802.485 769.154 760.288 754.373 763.784 749.386 751.983 760.475 753.110 752.528
tests/scalapb, 3375, 2017-10-24T14:14:27Z, bf80d6b, 7123.978, Tue Oct 24 17:14:26 CEST 2017, 31175.101 17342.093 9442.325 8269.844 7841.598 7610.385 7559.515 7431.617 7341.377 7312.171 , 7236.957 7182.976 7192.837 7174.876 7126.799 7171.821 7128.141 7342.037 7163.398 7115.642 7164.884 7073.717 7082.801 7061.520 7054.709 7054.857 7034.229 7023.980 7093.776 7121.157
dotty, 3375, 2017-11-11T15:37:54Z, 9542f66, 34532.4775, Sat Nov 11 17:12:10 CET 2017, 81299.267 41640.560 37449.208 36236.073 35955.814 36132.791 36069.721 35174.905 35241.020 35179.054 35598.843 34935.329 34949.028 35106.951 35853.607 34860.032 34863.127 34611.627 35543.681 34396.763 34617.902 34612.417 35359.077 34974.581 34385.038 34531.134 35222.664 34518.114 34551.582 34495.844 , 36129.779 34524.086 34474.916 34671.029 35448.198 34433.904 34410.655 34584.135 35334.958 34446.053 34444.707 34646.199 35391.158 34297.584 34444.079 34537.869 35172.494 34527.086 34428.745 34687.410
tests/scala-library, 3375, 2017-11-11T15:37:54Z, 9542f66, 5871.425, Sat Nov 11 17:17:57 CET 2017, 24444.426 13151.653 8890.722 7348.898 7064.237 6619.474 6535.727 6318.487 6384.928 6261.734 6189.615 6171.717 6103.432 6083.946 6266.323 6037.069 6012.287 5989.466 5988.198 6062.807 5964.922 6002.460 6029.739 5936.593 5938.040 5967.594 6274.072 5865.592 5876.147 6240.827 , 6007.964 5853.614 5882.312 5861.449 5891.576 5878.855 5901.994 5907.344 5870.352 5850.278 5879.645 5829.932 5955.688 5856.331 5873.889 5826.177 5809.826 5872.498 5862.710 5822.300
tests/implicit_cache.scala, 3375, 2017-11-11T15:37:54Z, 9542f66, 109.571, Sat Nov 11 17:19:10 CET 2017, 2852.025 541.891 497.033 438.808 375.948 319.900 268.182 218.410 156.141 150.457 131.577 131.199 129.092 138.168 126.038 122.986 119.996 123.645 118.307 127.941 119.564 118.349 122.577 115.602 116.698 113.077 114.995 113.861 111.712 114.145 , 111.172 113.682 110.411 120.169 111.163 109.007 110.060 107.941 109.082 106.820 111.623 106.678 114.266 106.713 107.694 110.080 105.392 118.193 104.641 107.133
tests/implicit-scope-loop.scala, 3375, 2017-11-11T15:37:54Z, 9542f66, 111.2635, Sat Nov 11 17:20:22 CET 2017, 2978.692 606.758 577.950 458.229 368.889 276.961 195.752 216.883 175.616 157.521 138.746 136.778 133.558 128.676 128.278 137.521 126.723 144.876 120.150 124.129 120.297 118.443 119.281 117.294 118.970 115.213 116.670 114.037 113.517 115.751 , 114.184 126.297 118.780 119.620 123.297 115.144 129.508 111.883 110.644 109.087 110.085 107.407 107.437 109.319 107.036 108.444 116.001 114.589 106.924 107.874
tests/i1535.scala, 3375, 2017-11-11T15:37:54Z, 9542f66, 131.456, Sat Nov 11 17:21:34 CET 2017, 3573.201 1112.504 799.364 630.812 526.158 419.285 299.506 269.170 216.613 261.122 272.634 256.088 220.149 180.797 163.473 157.619 153.243 150.095 151.974 145.943 148.059 156.443 143.062 151.352 143.333 140.385 138.791 139.822 151.493 135.679 , 137.239 133.517 132.921 139.937 132.472 133.503 131.063 129.912 154.960 129.553 132.048 146.408 130.455 128.348 131.849 126.534 125.476 128.943 125.231 125.818
tests/i1687.scala, 3375, 2017-11-11T15:37:54Z, 9542f66, 88.1015, Sat Nov 11 17:22:44 CET 2017, 2605.049 470.971 388.771 351.848 308.522 227.547 168.166 121.694 108.761 108.596 101.922 102.411 108.421 103.527 99.136 96.574 101.777 97.353 95.295 92.794 94.249 91.968 90.953 91.801 91.048 92.869 90.457 92.227 90.158 90.263 , 88.751 89.773 88.218 88.034 90.255 87.607 88.169 91.302 95.461 87.052 88.666 86.800 88.362 86.689 87.809 86.448 86.843 85.302 85.443 89.900
tests/Vector.scala, 3375, 2017-11-11T15:37:54Z, 9542f66, 558.6565, Sat Nov 11 17:26:29 CET 2017, 6974.437 2618.325 1923.434 1858.756 1303.180 1184.422 1016.707 1142.837 1012.065 858.904 822.429 790.691 673.002 799.137 634.842 624.525 639.641 606.095 598.224 579.609 7448.608 2715.182 2267.499 1492.864 1332.042 1474.384 1256.254 1062.054 1209.465 1079.694 863.519 877.519 729.716 787.393 677.997 733.262 637.166 639.017 745.391 646.841 7891.074 2521.873 1620.056 1488.836 1377.619 1875.114 1642.831 1513.268 1218.592 929.365 1204.310 1061.365 779.526 672.331 673.966 648.573 628.604 668.086 606.932 772.763 , 618.686 636.659 569.542 580.545 585.995 552.204 550.041 560.095 541.519 541.568 547.426 558.495 537.213 533.825 534.765 543.822 532.835 533.836 542.573 528.291 541.260 561.922 552.019 527.443 517.166 518.061 564.654 523.466 517.613 531.944 590.566 596.988 585.037 585.582 588.744 569.056 568.280 567.588 571.367 553.724 559.372 561.655 591.578 555.670 544.701 551.208 573.037 548.652 540.468 549.911 558.100 580.943 556.479 561.167 541.003 530.452 534.075 554.584 535.321 525.997 635.654 615.739 590.868 600.871 588.558 596.273 578.668 578.623 569.889 576.688 579.236 572.632 574.299 563.207 560.175 562.682 568.198 587.633 566.785 557.207 561.235 549.853 551.896 546.879 558.818 541.405 542.674 563.334 548.504 545.383
tests/empty-class.scala, 3375, 2017-11-11T15:37:54Z, 9542f66, 73.375, Sat Nov 11 17:27:39 CET 2017, 2445.472 345.196 291.285 239.244 197.530 176.890 112.848 97.460 91.051 88.816 82.290 80.775 81.320 78.853 81.198 78.033 79.719 77.743 78.344 85.940 77.175 75.468 82.173 79.912 77.010 76.897 75.596 75.650 75.135 73.220 , 75.487 77.042 74.392 73.505 75.749 73.329 73.749 72.536 73.421 72.141 73.310 73.758 80.022 71.853 72.660 71.693 73.087 73.512 73.069 72.074
tests/empty-object.scala, 3375, 2017-11-11T15:37:54Z, 9542f66, 75.166, Sat Nov 11 17:28:48 CET 2017, 2594.618 410.521 291.795 266.880 232.478 151.411 139.576 103.697 91.461 93.972 86.835 88.482 82.708 82.262 85.020 80.962 79.620 81.491 79.858 79.714 77.799 79.507 76.938 78.556 91.526 79.344 77.575 77.909 76.125 78.264 , 76.751 81.416 74.952 77.791 90.739 76.681 73.963 76.830 74.490 77.135 75.022 76.271 74.598 75.718 75.310 74.704 73.610 74.569 74.167 74.903
tests/empty-file.scala, 3375, 2017-11-11T15:37:54Z, 9542f66, 59.307, Sat Nov 11 17:29:56 CET 2017, 1938.656 269.316 183.186 208.820 185.134 134.444 84.510 79.584 73.309 65.849 63.163 64.706 62.178 62.732 60.801 62.039 61.735 60.171 61.226 60.700 61.909 60.064 62.573 61.041 60.945 59.273 60.419 60.747 59.063 61.104 , 59.309 60.378 58.691 59.825 59.352 60.308 59.662 58.324 59.317 58.358 59.305 58.183 59.331 59.104 58.312 59.561 58.039 58.903 57.497 61.292
tests/patmatexhaust.scala, 3375, 2017-11-11T15:37:54Z, 9542f66, 303.1885, Sat Nov 11 17:34:07 CET 2017, 5352.600 1933.514 1655.158 1420.708 1360.833 1194.490 1119.214 1018.879 869.569 806.513 731.817 661.986 473.172 481.836 416.211 447.685 433.049 363.949 351.119 376.401 5626.388 2043.729 1458.498 1439.447 913.429 1075.414 1034.851 941.766 800.797 739.627 636.331 607.015 445.722 495.999 552.223 439.880 370.921 351.486 346.678 345.197 5267.294 1694.256 1738.996 1107.016 1106.346 1075.047 884.567 958.969 673.101 569.258 631.137 708.297 653.941 583.160 568.334 442.470 440.787 370.862 351.536 352.555 , 400.410 341.746 344.020 419.780 336.001 328.913 363.414 328.777 318.897 317.294 320.421 308.347 304.703 308.481 304.073 311.204 302.686 296.326 297.779 302.704 299.848 301.147 299.719 296.733 290.548 297.910 289.352 285.771 298.514 282.291 282.678 286.931 277.120 281.343 282.296 281.208 282.626 284.406 273.753 294.277 345.364 333.454 326.584 366.500 353.214 329.561 327.261 312.025 320.323 312.486 303.673 305.031 312.182 324.166 310.039 300.524 297.193 293.535 363.662 309.487 291.988 294.257 300.366 288.319 294.471 287.503 286.351 300.900 341.248 290.791 283.273 283.913 280.849 283.590 282.405 277.087 275.977 280.470 279.403 275.170 351.091 342.190 337.325 336.049 359.381 351.310 328.460 342.402 335.275 329.249 325.546 323.570 317.622 318.752 318.209 313.712 310.034 310.299 304.283 307.153 311.303 298.962 301.325 352.519 314.920 294.357 304.998 298.594 304.082 309.284 291.147 290.867 300.631 286.927 289.622 288.968 284.409 284.511 290.233 286.806
tests/exhaustivity-I.scala, 3375, 2017-11-11T15:37:54Z, 9542f66, 184.174, Sat Nov 11 17:37:58 CET 2017, 4072.504 1581.155 1218.191 807.032 836.293 744.145 638.111 579.639 507.053 385.661 301.464 278.714 268.051 246.374 244.688 232.745 219.045 224.628 218.510 208.087 4021.624 1649.851 1206.533 931.625 779.722 674.375 595.277 550.193 417.894 394.556 296.113 404.347 285.950 351.005 262.793 308.503 242.247 215.905 254.862 284.444 3928.028 1310.603 896.067 756.097 628.814 588.795 406.256 485.546 368.424 356.984 384.180 334.312 260.199 279.770 320.959 239.014 212.313 214.959 209.753 204.314 , 212.427 206.733 212.207 204.242 198.619 213.935 222.725 193.935 196.498 198.443 192.673 195.900 189.442 188.660 190.096 191.068 192.490 207.579 191.752 210.060 186.332 235.921 183.529 179.228 188.651 212.549 183.680 181.381 180.081 177.375 211.758 177.693 181.276 177.723 176.977 178.685 174.818 173.703 176.129 174.231 282.518 208.969 202.963 226.889 224.314 196.023 193.211 195.205 187.192 190.269 192.205 197.367 196.403 184.443 187.948 186.870 183.905 189.797 185.231 188.833 241.543 181.782 181.931 182.751 179.267 182.914 176.981 177.583 180.658 176.556 177.647 174.603 179.000 176.242 174.200 174.259 172.062 171.806 175.205 174.489 216.476 201.686 196.158 200.546 197.480 196.034 187.374 186.694 191.187 188.403 188.820 182.474 183.124 185.441 181.691 181.660 185.713 185.034 191.970 180.042 180.527 178.556 173.787 178.210 175.614 174.413 178.521 174.458 173.662 178.399 175.084 174.474 181.254 171.059 170.608 169.562 171.055 168.205 168.007 170.000
tests/exhaustivity-S.scala, 3375, 2017-11-11T15:37:54Z, 9542f66, 304.356, Sat Nov 11 17:42:03 CET 2017, 4032.407 1237.383 1295.670 976.559 646.169 501.261 506.058 527.454 458.795 375.885 400.638 501.723 389.097 352.842 326.768 325.737 345.022 337.828 319.934 324.403 4077.999 1296.876 834.850 1153.451 589.324 500.350 466.584 426.072 399.637 392.754 374.393 361.171 352.542 351.587 353.903 338.577 355.951 341.733 334.299 339.001 4096.073 1504.230 743.556 704.130 589.705 445.010 510.031 397.550 369.896 373.675 349.773 328.090 322.281 316.355 318.568 323.626 311.375 323.725 322.439 310.746 , 313.435 313.991 357.487 310.153 307.322 308.585 306.483 305.707 303.719 303.772 303.409 312.373 304.835 310.192 304.866 299.972 302.182 298.738 301.497 298.976 298.759 298.191 298.292 299.476 296.385 297.075 298.536 304.151 299.203 306.412 297.803 298.426 303.864 305.068 296.014 296.458 301.224 299.373 315.333 304.561 343.818 335.240 333.374 332.612 326.183 327.743 327.601 326.998 324.728 324.183 326.411 322.934 322.217 320.496 337.558 319.064 326.776 320.988 327.835 339.690 328.331 324.459 317.107 324.862 325.887 319.847 327.116 321.345 316.164 326.112 316.019 313.723 375.934 321.833 394.475 367.702 313.116 312.528 311.971 312.310 307.340 298.627 300.153 334.774 310.139 298.587 296.709 296.646 312.564 298.253 293.591 296.983 292.386 291.291 294.719 294.833 297.465 291.855 292.665 289.071 289.120 289.830 288.609 287.796 288.055 294.414 291.277 289.873 286.857 286.953 286.937 287.735 287.961 285.923 285.185 289.165 287.541 283.965 285.723 287.516
tests/exhaustivity-T.scala, 3375, 2017-11-11T15:37:54Z, 9542f66, 848.373, Sat Nov 11 17:47:27 CET 2017, 4794.850 2068.270 1550.340 1325.384 1436.294 1259.882 1161.618 1099.770 1056.169 1032.512 1015.775 998.850 1028.493 1033.217 1157.390 950.644 919.939 902.792 918.347 888.820 5086.987 1925.900 1388.166 1212.576 1342.171 1301.424 1249.481 1102.880 1111.394 1005.265 972.794 955.391 1002.313 958.139 980.616 909.151 909.052 889.402 886.893 916.445 4850.713 1794.831 1477.234 1304.313 1421.920 1514.926 1219.093 1094.053 1004.521 1036.055 1048.367 984.302 918.144 896.123 876.777 851.354 855.242 877.863 854.974 840.226 , 920.559 898.747 876.253 877.525 1104.334 882.449 901.568 865.152 867.561 860.578 889.389 900.661 856.504 873.885 855.692 858.207 867.216 897.543 879.864 855.995 846.288 852.284 845.534 857.245 849.305 855.000 865.031 844.997 848.900 843.579 856.574 840.137 847.341 840.152 852.897 839.563 846.616 838.662 844.321 838.508 880.792 880.822 879.476 1185.199 1190.943 898.569 870.035 871.306 866.265 877.322 896.915 903.871 928.575 862.801 862.161 884.556 862.592 863.038 855.168 871.755 859.467 898.737 949.409 881.696 914.650 1024.680 859.254 857.044 844.953 859.038 849.476 847.062 847.846 843.861 847.617 844.517 845.196 891.677 847.251 849.074 838.229 840.198 831.153 824.987 824.775 820.590 818.819 822.185 826.756 813.682 826.736 812.139 818.076 811.685 814.142 817.180 812.527 814.359 823.871 809.295 810.621 822.408 807.543 807.550 812.387 808.248 805.848 819.493 811.342 808.224 811.808 804.020 808.160 807.720 818.273 818.331 805.141 810.065 818.205 801.236
