dotty, 3774, 2018-01-07T18:16:48Z, 4813c6b, 33723.383, Sun Jan  7 19:50:03 CET 2018, 71794.007 43647.251 37435.564 36008.214 35411.554 35786.507 34772.765 34468.645 34438.980 34514.890 34999.180 34268.360 34158.630 34209.177 35228.697 33946.093 33839.577 33990.090 34976.551 33722.680 33616.395 33854.671 34721.349 33814.411 33780.501 33657.083 34789.647 33785.251 33672.380 33686.678 , 34786.266 33664.840 33676.423 33768.589 34739.233 33675.256 33606.003 33796.425 34697.845 33713.440 33733.326 33762.192 34734.267 33695.355 33675.207 33763.773 34712.149 33655.653 33691.307 33589.474
tests/exhaustivity-I.scala, 3774, 2018-01-07T18:16:48Z, 4813c6b, 157.253, Sun Jan  7 20:14:52 CET 2018, 3725.142 1105.114 822.053 653.165 556.188 469.281 425.673 367.451 336.104 297.323 262.517 236.952 218.241 208.711 215.048 214.239 209.763 210.987 213.814 209.406 3666.333 1043.363 768.336 578.520 504.536 434.047 376.195 310.346 265.853 253.601 241.582 234.645 230.155 229.246 221.830 217.193 214.865 207.507 206.998 202.808 3697.641 1096.146 818.852 649.896 538.145 457.029 404.738 359.629 309.683 266.303 236.355 218.854 216.487 219.419 211.740 205.653 206.135 204.610 201.834 199.246 , 210.621 197.865 193.624 187.415 186.119 180.197 176.618 175.563 169.862 167.594 169.822 162.903 162.912 163.823 165.806 160.984 159.079 156.292 160.760 156.563 154.895 156.975 154.893 156.926 158.723 155.107 156.413 153.694 152.666 154.785 152.843 151.744 156.623 150.355 150.263 151.229 148.290 150.459 146.734 147.296 200.545 187.287 181.354 181.335 176.956 175.320 179.902 169.847 165.383 166.002 163.927 162.563 162.605 157.310 158.035 159.858 157.321 161.619 155.758 157.064 157.868 157.258 157.236 156.971 156.491 154.840 152.976 153.879 152.919 151.411 148.454 152.923 148.566 147.895 149.723 148.137 150.299 146.434 146.487 149.530 197.331 186.171 182.448 180.595 176.415 174.180 175.414 172.220 172.002 168.713 164.355 161.789 161.949 159.726 160.487 163.427 157.611 161.164 157.425 155.741 158.577 155.620 155.708 157.248 154.680 152.377 155.957 155.085 157.555 151.422 150.195 154.948 148.934 148.167 150.148 147.952 150.204 147.727 146.004 150.567
tests/exhaustivity-S.scala, 3774, 2018-01-07T18:16:48Z, 4813c6b, 270.517, Sun Jan  7 20:18:47 CET 2018, 3719.092 1329.440 780.602 592.955 544.220 492.878 444.399 411.844 397.637 371.154 365.933 360.689 360.382 363.208 355.401 356.504 361.011 352.135 350.132 348.866 3804.151 1243.148 712.866 571.055 500.654 453.317 407.447 373.550 353.589 326.683 315.382 311.764 307.025 302.600 302.920 297.578 299.270 299.830 303.570 298.986 3695.093 1276.887 667.492 506.223 439.223 393.158 354.262 327.736 306.337 288.140 278.237 273.595 274.268 273.794 271.662 270.144 266.583 268.667 266.103 264.394 , 344.304 348.408 342.122 357.945 339.284 335.526 339.337 336.381 333.040 333.901 334.293 331.238 329.141 329.819 326.730 325.364 326.776 323.075 322.594 321.325 320.455 322.840 320.601 318.799 318.787 320.389 320.144 326.915 318.753 318.115 317.628 318.735 318.359 316.660 316.712 315.835 315.460 317.109 315.311 315.051 295.711 288.579 289.875 287.252 284.910 286.735 282.031 283.365 278.505 279.816 277.761 275.793 274.151 277.716 279.668 274.756 272.654 269.148 270.254 271.085 271.783 270.110 268.496 270.780 268.456 269.228 268.998 268.916 267.393 269.919 268.088 269.372 268.707 268.902 265.873 266.918 266.326 266.752 265.295 265.788 260.592 258.992 257.188 255.713 254.580 251.988 257.645 249.076 247.570 244.923 242.914 242.008 241.835 243.647 240.034 240.954 241.424 241.410 240.189 239.861 239.664 239.652 240.378 239.567 238.876 237.131 237.446 238.069 236.003 237.710 236.525 235.822 235.427 236.192 236.030 235.119 234.658 234.913 233.841 236.276
tests/exhaustivity-T.scala, 3774, 2018-01-07T18:16:48Z, 4813c6b, 836.2885, Sun Jan  7 20:24:04 CET 2018, 4584.132 1824.517 1346.225 1141.646 1210.375 1074.526 1062.328 1033.277 1011.475 1004.354 995.630 956.818 943.396 926.080 916.051 915.999 901.861 889.049 889.616 885.018 4706.824 1922.651 1202.552 1124.548 1291.133 1086.941 1152.659 1036.508 1000.392 978.300 943.210 915.389 907.992 898.173 900.090 882.053 878.416 876.343 863.332 868.822 4762.485 1637.023 1137.293 1075.660 1219.855 1022.681 985.513 925.743 897.468 884.867 871.397 854.218 845.097 841.412 839.967 823.460 823.192 817.164 811.421 807.008 , 880.481 875.574 871.525 866.896 864.203 862.849 859.249 855.232 855.697 858.753 853.380 855.618 851.364 850.637 850.094 854.036 850.646 847.004 850.180 860.245 844.757 848.836 848.802 846.727 845.487 844.900 844.455 845.324 842.608 843.615 849.525 840.428 841.622 841.114 842.391 839.926 839.008 838.221 840.989 836.305 862.074 857.276 854.425 853.032 855.488 853.106 847.557 849.970 851.772 840.718 848.021 846.645 843.865 836.083 840.389 839.833 839.250 837.571 836.887 836.272 836.185 834.020 834.051 835.861 833.119 831.088 831.723 837.116 830.357 844.843 829.767 835.043 829.639 829.208 828.638 829.588 824.037 825.214 829.844 825.190 801.333 801.611 791.263 793.834 810.487 787.760 784.818 788.001 788.472 784.592 785.170 785.710 783.990 780.578 782.976 784.569 786.003 783.230 779.237 785.621 779.403 776.034 777.670 776.731 775.422 776.689 778.529 779.223 777.937 771.482 775.666 773.665 773.099 770.070 774.030 773.127 771.840 770.350 768.384 771.232
tests/exhaustivity-V.scala, 3774, 2018-01-07T18:16:48Z, 4813c6b, 1920.2415, Sun Jan  7 20:30:13 CET 2018, 5302.038 2803.804 2126.479 2065.605 1917.592 1791.414 1758.446 1775.558 1751.407 1721.569 1716.646 1707.802 1703.119 1691.470 1672.859 1672.926 1667.959 1667.703 1652.862 1648.400 5121.147 2706.323 2467.194 2109.175 2167.872 2131.374 2099.662 2077.841 2047.827 2014.437 2021.876 2008.882 1987.845 1979.314 1965.151 1991.307 1961.907 1953.326 1953.544 1956.186 5198.242 2787.430 2396.773 2280.766 2312.105 2214.272 2140.673 2165.531 2138.815 2130.293 2115.825 2097.786 2076.080 2060.170 2057.938 2048.408 2041.680 2043.666 2032.003 2017.255 , 1653.691 1651.900 1632.793 1637.086 1638.665 1640.345 1628.063 1633.104 1672.641 1635.570 1618.402 1635.481 1641.080 1634.680 1622.509 1613.636 1625.001 1624.618 1616.003 1620.666 1616.499 1619.509 1623.815 1607.436 1612.744 1621.604 1620.893 1610.780 1607.997 1617.969 1619.849 1607.685 1601.045 1611.054 1618.561 1604.087 1600.223 1608.674 1615.514 1603.226 1950.578 1951.357 1932.231 1938.487 1943.732 1938.297 1922.698 1926.239 1939.001 1934.047 1920.371 1932.676 1962.388 1926.590 1918.228 1905.853 1920.112 1920.599 1908.081 1907.914 1919.086 1920.809 1932.636 1909.097 1909.495 1922.295 1915.020 1903.292 1909.312 1920.508 1921.606 1907.269 1903.267 1912.720 1917.912 1903.383 1900.272 1906.494 1912.467 1915.131 2014.591 2014.991 2014.186 2013.154 2011.518 1999.610 2000.103 2011.185 2002.864 2002.699 2007.074 2030.530 1991.201 1991.404 2014.394 1997.186 1995.836 1981.525 1982.851 1991.178 2006.963 1990.792 1992.870 1980.791 1978.328 1986.783 1988.915 1990.946 1988.596 1987.627 1981.122 1989.443 1993.700 1990.095 1990.178 1985.054 1974.735 1985.132 1992.820 1987.739
tests/implicitNums.scala, 3774, 2018-01-07T18:16:48Z, 4813c6b, 738.753, Sun Jan  7 20:31:51 CET 2018, 6655.012 3029.323 2196.436 1745.537 1514.359 1262.982 1244.382 1160.239 1139.330 972.598 920.163 880.374 880.726 869.125 839.027 810.060 784.786 769.999 777.460 762.936 764.537 762.141 761.560 766.094 748.320 750.530 753.044 746.693 751.327 769.177 , 747.051 740.541 750.019 737.657 749.540 739.849 747.126 741.475 735.895 747.081 747.290 735.027 731.464 734.387 732.826 743.231 727.138 734.964 732.464 730.534
tests/scalapb, 3774, 2018-01-07T18:16:48Z, 4813c6b, 7001.3195, Sun Jan  7 20:38:50 CET 2018, 26758.241 13541.464 11740.058 9928.439 9015.847 8412.495 8156.999 7887.588 7648.778 7413.462 7354.495 7314.980 7340.337 7268.402 7213.910 7152.055 7235.187 7135.767 7159.543 7128.460 7066.030 7079.222 7060.655 7014.249 7015.276 7117.424 6974.642 7040.197 7042.814 7011.108 , 7051.575 7009.550 7028.684 6999.137 7015.608 6960.337 6976.221 7053.527 7020.794 6953.908 7012.164 6982.025 7048.105 7037.192 6951.924 7003.502 6979.492 6963.461 6977.738 6984.741
dotty, 3774, 2018-01-07T22:31:31Z, 6ce1ac7, 34361.829, Mon Jan  8 00:05:19 CET 2018, 72100.154 42336.417 37494.643 36326.022 35866.976 36364.377 35255.133 35052.805 35131.553 35073.889 35597.943 34771.946 34769.444 34684.273 35656.463 34637.858 34481.784 34472.966 35377.936 34320.656 34313.233 34451.553 35324.273 34254.244 34203.398 34252.317 35192.450 34165.145 34382.180 34323.059 , 35400.205 34321.371 34403.363 34387.553 35450.190 34186.257 34409.826 34310.634 35241.195 34263.514 34325.507 34292.557 35253.719 34361.537 34190.538 34362.121 35285.741 34238.293 34232.236 34380.202
tests/scala-library, 3774, 2018-01-07T22:31:31Z, 6ce1ac7, 5629.7115, Mon Jan  8 00:10:52 CET 2018, 22743.712 11109.048 8756.888 7714.494 7106.945 6714.721 6385.298 6265.734 6116.265 6082.795 5994.101 5908.885 5859.554 5837.957 5914.168 5842.488 5801.729 5790.186 5758.237 5773.032 5811.882 5735.609 5748.820 5767.433 5725.527 5704.505 5718.875 5690.318 5709.693 5741.091 , 5622.163 5782.015 5674.099 5654.647 5608.720 5619.207 5644.200 5630.169 5629.669 5620.370 5667.310 5661.043 5710.394 5629.754 5633.874 5587.528 5597.488 5558.679 5579.981 5585.094
tests/implicit_cache.scala, 3774, 2018-01-07T22:31:31Z, 6ce1ac7, 95.8245, Mon Jan  8 00:12:02 CET 2018, 2731.531 500.503 369.434 302.848 260.584 230.390 207.109 168.226 139.028 131.678 117.803 116.322 112.844 113.826 114.840 111.639 115.605 110.526 108.709 109.566 104.485 105.145 101.879 102.405 105.076 101.402 102.227 100.053 100.296 98.293 , 98.184 99.507 97.318 99.028 96.129 98.637 96.048 97.413 94.759 97.071 93.534 95.666 94.063 94.552 95.983 93.230 94.084 92.530 94.158 93.638
tests/implicit-scope-loop.scala, 3774, 2018-01-07T22:31:31Z, 6ce1ac7, 99.163, Mon Jan  8 00:13:12 CET 2018, 2766.481 510.059 372.837 314.237 263.951 224.948 193.449 156.029 140.249 134.229 124.019 120.775 114.789 115.277 111.982 112.278 114.405 110.555 112.371 109.870 108.777 108.947 104.690 106.351 105.024 107.687 103.963 104.064 105.053 102.351 , 103.494 101.401 100.389 102.334 99.630 101.228 98.569 100.219 98.915 100.567 97.832 99.363 96.660 97.411 97.973 96.494 98.963 99.460 96.443 95.759
tests/i1535.scala, 3774, 2018-01-07T22:31:31Z, 6ce1ac7, 112.801, Mon Jan  8 00:14:22 CET 2018, 3095.046 676.399 451.970 369.613 318.029 268.456 240.109 213.801 180.318 157.857 152.845 146.712 148.276 147.112 148.429 142.595 145.427 146.470 136.097 132.624 128.827 131.640 125.907 124.355 125.329 122.878 123.532 122.770 120.458 121.034 , 119.084 120.042 116.196 115.771 116.913 114.134 115.117 119.302 113.125 113.607 112.477 111.262 111.287 111.986 109.054 110.216 109.851 109.245 108.903 111.759
tests/i1687.scala, 3774, 2018-01-07T22:31:31Z, 6ce1ac7, 67.291, Mon Jan  8 00:15:31 CET 2018, 2419.212 388.026 274.673 232.001 191.566 163.069 144.949 122.429 102.270 91.237 84.611 83.887 83.523 82.964 82.201 79.936 79.096 75.318 74.595 74.384 73.533 73.350 71.630 71.962 72.665 70.955 70.777 69.384 72.620 68.639 , 68.795 69.202 67.876 69.133 68.021 68.003 66.886 67.593 67.431 66.927 67.629 67.461 66.876 66.153 67.151 65.707 65.786 66.868 65.431 66.373
tests/Vector.scala, 3774, 2018-01-07T22:31:31Z, 6ce1ac7, 539.206, Mon Jan  8 00:19:09 CET 2018, 6292.349 1972.439 1473.311 1282.215 1150.954 1124.745 1014.917 927.586 875.253 832.823 809.914 804.252 801.442 724.243 701.918 661.176 654.375 623.514 609.882 607.048 6303.618 2223.787 1749.478 1464.121 1316.793 1242.000 1126.720 1041.306 993.123 921.404 853.007 778.406 781.146 761.287 734.047 716.162 702.709 684.221 656.538 648.868 6379.382 2126.563 1661.291 1433.668 1254.704 1230.786 1094.265 1041.181 941.437 898.050 826.250 849.808 802.528 775.913 708.163 688.421 694.041 668.546 640.681 633.960 , 605.965 587.509 576.034 577.928 578.411 556.310 555.355 553.645 548.362 540.088 534.334 540.292 554.619 529.600 520.952 529.959 531.987 516.957 511.617 510.186 524.528 521.587 516.505 505.063 518.669 501.702 509.425 509.344 514.376 496.029 660.293 628.986 618.199 608.368 608.582 593.418 575.062 568.367 573.533 556.019 545.948 551.079 557.635 541.315 526.795 543.671 526.919 520.362 513.987 524.664 520.942 521.958 521.929 521.369 504.303 515.288 508.244 523.076 508.774 501.785 646.985 610.590 599.223 594.945 602.135 583.458 575.351 569.815 573.969 562.320 560.729 562.943 560.208 555.828 547.663 545.051 554.266 538.324 531.917 530.205 547.591 531.066 527.484 526.361 525.672 520.967 521.153 523.518 533.769 526.863
tests/empty-class.scala, 3774, 2018-01-07T22:31:31Z, 6ce1ac7, 54.6305, Mon Jan  8 00:20:17 CET 2018, 2196.153 265.215 174.798 145.205 131.366 114.777 98.341 91.748 84.944 72.779 68.354 64.444 62.683 59.395 60.153 58.854 59.257 59.557 58.490 58.885 58.817 59.227 57.551 57.387 56.429 57.398 56.168 57.684 55.340 56.293 , 55.433 55.374 54.543 55.002 55.713 55.145 54.722 55.328 54.490 54.650 53.838 54.719 53.840 54.575 53.527 54.391 53.359 54.611 53.101 55.355
tests/empty-object.scala, 3774, 2018-01-07T22:31:31Z, 6ce1ac7, 54.9775, Mon Jan  8 00:21:24 CET 2018, 2192.913 267.356 178.077 143.223 127.485 111.397 98.230 88.555 79.910 73.147 66.263 64.401 62.963 62.007 63.757 62.842 62.429 62.960 60.335 60.678 58.888 58.624 57.743 58.129 57.956 57.810 57.202 58.848 56.115 56.876 , 55.761 56.765 55.253 56.140 56.073 55.563 54.771 55.308 54.609 54.917 54.499 55.738 55.969 54.794 54.707 55.038 53.738 54.460 53.669 54.140
tests/empty-file.scala, 3774, 2018-01-07T22:31:31Z, 6ce1ac7, 37.4545, Mon Jan  8 00:22:30 CET 2018, 1638.956 180.151 101.653 86.437 72.859 66.256 61.043 54.205 48.908 44.356 42.679 40.894 40.451 40.112 39.569 39.357 38.807 39.192 38.517 39.200 39.064 38.170 38.799 38.119 38.971 38.544 38.013 38.376 37.527 38.197 , 38.188 37.727 37.918 37.460 38.095 39.071 37.229 37.684 37.449 37.564 37.366 37.249 37.606 37.321 37.310 37.351 36.838 37.290 36.882 37.512
tests/patmatexhaust.scala, 3774, 2018-01-07T22:31:31Z, 6ce1ac7, 282.5475, Mon Jan  8 00:26:25 CET 2018, 4828.158 1545.813 1224.857 1077.073 906.565 780.839 723.027 662.610 621.318 581.940 527.844 506.466 454.592 424.729 393.733 381.941 376.427 374.843 366.622 382.102 4628.360 1477.877 1200.320 1005.452 863.331 751.152 691.142 612.658 553.977 514.452 512.952 454.297 407.126 393.464 389.840 403.695 386.586 370.316 383.204 364.073 4725.883 1514.877 1223.978 1060.373 898.955 761.682 702.546 645.474 602.203 561.039 530.712 509.058 466.892 434.234 423.084 404.430 382.215 382.071 381.128 385.276 , 371.423 365.809 370.524 369.388 345.472 342.142 338.173 340.728 327.834 325.143 319.496 310.614 314.802 311.298 311.318 301.128 294.943 297.649 293.003 283.212 285.715 285.000 285.002 285.626 277.784 281.845 283.154 277.613 275.853 268.343 276.555 266.649 269.187 273.243 265.255 267.578 273.225 264.387 267.944 269.301 356.671 353.103 357.631 346.210 342.656 333.907 335.578 318.978 310.540 306.126 306.274 299.489 294.305 296.292 286.300 285.957 284.640 275.981 268.364 274.324 272.094 275.895 271.268 269.794 271.776 266.619 272.502 264.688 261.074 262.787 261.129 260.512 272.089 258.476 256.514 257.893 262.363 258.199 258.559 256.998 381.371 380.733 382.995 361.325 358.569 351.596 343.184 339.655 323.394 316.582 314.978 305.429 302.902 304.248 298.639 295.945 291.483 292.423 281.696 278.834 281.941 279.375 278.490 279.965 271.166 274.820 275.239 273.961 267.252 269.292 263.610 270.173 264.245 265.926 259.788 262.300 264.831 259.751 264.947 268.484
tests/exhaustivity-I.scala, 3774, 2018-01-07T22:31:31Z, 6ce1ac7, 155.5775, Mon Jan  8 00:30:07 CET 2018, 3662.847 1087.781 764.216 596.719 517.295 452.642 403.945 360.454 321.405 280.664 254.322 225.979 208.877 207.738 205.421 201.362 203.746 199.941 199.965 201.722 3675.585 1107.987 809.367 636.039 530.570 456.173 411.652 342.987 301.075 262.699 236.214 218.430 218.475 225.135 221.794 220.159 222.236 207.057 208.915 204.213 3714.598 1074.639 803.706 639.764 557.006 489.908 441.492 379.510 343.210 311.230 272.462 232.028 212.391 223.270 206.824 205.227 208.440 199.473 201.879 202.918 , 197.600 188.332 184.066 180.604 173.651 169.831 170.366 162.623 162.939 163.284 163.858 158.396 158.361 155.074 157.042 153.710 151.042 155.070 149.957 149.868 152.126 149.968 152.629 150.023 149.684 152.051 150.675 149.226 150.150 147.169 144.193 149.557 145.378 144.341 143.826 147.352 143.459 143.811 143.727 145.688 200.603 190.027 191.069 184.952 177.459 174.238 174.120 170.631 167.239 167.913 163.354 162.091 163.438 159.933 160.525 162.549 156.694 155.672 156.951 154.349 156.329 156.880 155.203 157.319 155.324 154.207 155.985 160.879 158.044 151.550 149.858 156.017 148.216 150.768 151.533 147.395 149.824 147.660 147.081 148.432 203.304 194.419 188.131 186.797 179.123 175.384 176.902 170.913 168.731 167.929 165.913 162.495 163.839 158.393 158.811 160.421 155.644 156.359 161.468 153.796 156.323 153.969 154.285 155.511 152.330 151.518 153.432 154.111 152.523 151.913 151.705 152.232 149.606 147.523 147.530 148.170 148.115 148.600 144.162 144.944
tests/exhaustivity-S.scala, 3774, 2018-01-07T22:31:31Z, 6ce1ac7, 263.914, Mon Jan  8 00:33:57 CET 2018, 3668.425 1015.315 604.783 510.286 414.448 371.933 334.920 312.201 292.441 273.005 262.327 257.200 256.132 253.360 250.406 249.242 247.358 248.621 241.978 243.451 4246.147 1196.023 704.359 572.536 520.497 463.323 411.810 374.977 349.862 322.487 307.451 305.789 303.063 298.100 297.824 293.171 294.849 290.934 293.457 290.213 3829.834 1205.607 702.748 552.264 500.054 444.806 405.119 389.458 367.518 358.381 345.630 328.177 320.792 318.998 313.084 309.854 308.072 305.822 307.574 301.129 , 240.517 238.071 234.570 234.463 235.241 231.393 230.820 229.353 228.410 226.711 226.138 228.241 225.615 225.465 225.577 226.489 223.790 223.608 223.206 224.617 221.719 222.171 221.122 221.529 221.886 222.751 224.637 222.216 228.516 221.874 225.069 223.202 221.572 219.941 221.804 223.447 226.053 222.684 223.732 222.029 280.681 284.293 279.023 276.670 275.428 273.813 273.200 273.973 268.759 268.372 266.988 265.330 266.101 263.820 264.287 266.555 264.764 272.844 264.718 264.008 265.367 261.129 261.461 262.640 261.114 260.654 260.829 257.660 260.724 260.259 260.084 259.890 258.244 256.633 257.020 259.783 257.726 256.962 255.899 256.297 304.057 302.924 300.939 298.718 297.428 296.884 299.047 306.191 294.038 293.438 292.414 289.480 289.785 287.811 287.634 288.008 290.870 285.679 286.747 286.394 287.061 286.142 285.837 285.527 286.195 283.666 285.381 285.886 286.949 284.768 287.008 282.356 284.526 282.026 281.233 282.339 281.288 281.792 279.675 280.058
