dotty, 2535, 2018-03-21T10:31:20Z, 2f78dac, 34126.6945, Wed Mar 21 12:06:11 CET 2018, 83786.987 41920.978 38292.199 36611.285 35679.661 35965.213 34923.719 34912.641 34969.476 35784.095 34755.755 34737.742 34628.181 35455.073 34373.398 34927.958 34423.807 35261.927 34437.808 34224.891 34106.005 35176.699 34026.660 34192.322 34150.880 35003.629 33927.452 34184.815 34073.266 34925.447 , 34044.696 34045.956 34154.619 34847.716 33953.516 34143.701 34048.813 34920.358 34166.353 34141.437 33980.346 34806.408 33976.289 34259.446 34111.952 34895.126 33973.595 34055.258 34063.003 34913.113
opts/Vector.scala, 2535, 2018-03-21T10:31:20Z, 2f78dac, 542.1515, Wed Mar 21 12:42:51 CET 2018, 7445.043 2719.519 2519.236 2153.678 1877.272 1639.177 1399.831 1415.138 908.039 830.398 848.921 1073.287 703.290 669.385 640.563 635.452 612.389 619.116 600.113 598.826 6588.491 2558.529 2056.837 1567.226 1450.659 1446.835 1163.541 1218.026 1309.776 1119.433 1008.841 1132.358 813.988 772.407 700.253 824.905 671.962 655.855 649.016 640.479 7678.631 2220.095 1923.318 1702.600 1777.839 1301.557 1336.950 1460.328 924.910 896.245 769.396 790.802 782.848 649.670 663.454 670.345 666.852 757.629 613.559 624.629 , 633.695 687.440 599.938 575.031 577.274 567.033 560.527 562.207 602.540 538.449 549.707 538.320 563.293 536.412 532.666 534.559 584.715 585.344 529.702 522.257 541.820 521.037 556.773 574.740 521.269 519.169 535.062 528.332 628.548 524.462 639.078 598.879 620.414 588.077 591.353 583.670 567.351 575.552 581.669 578.713 560.878 631.970 585.877 562.267 545.120 537.685 536.889 550.384 544.436 541.471 533.624 533.354 527.702 532.845 536.962 545.140 516.972 517.277 535.969 591.947 617.190 564.319 565.139 546.038 559.912 555.665 541.878 539.073 542.425 529.861 527.993 547.318 533.323 522.081 525.927 557.240 525.200 518.183 509.546 514.285 511.853 534.536 523.480 514.805 500.933 503.546 507.688 566.868 500.418 498.893
tests/empty-class.scala, 2535, 2018-03-21T10:31:20Z, 2f78dac, 56.654, Wed Mar 21 12:44:01 CET 2018, 2298.951 307.119 184.217 183.265 163.892 153.082 129.884 86.528 82.064 71.978 69.530 64.617 63.777 63.411 62.756 61.012 61.078 60.389 59.896 60.097 59.682 59.593 58.652 58.618 57.596 58.849 61.017 58.340 70.157 58.277 , 56.701 60.790 56.364 57.716 56.607 58.509 59.302 58.178 56.132 56.843 56.000 56.755 55.503 55.484 55.696 55.944 57.436 55.328 55.825 57.630
tests/empty-object.scala, 2535, 2018-03-21T10:31:20Z, 2f78dac, 58.2155, Wed Mar 21 12:45:10 CET 2018, 2338.970 300.212 213.945 177.379 152.694 143.483 113.501 82.257 98.019 78.366 78.835 80.123 71.503 66.024 75.008 64.449 62.903 65.891 61.757 62.351 60.892 62.548 60.570 61.769 61.830 60.715 60.895 61.325 60.485 59.414 , 69.172 58.051 58.495 57.844 58.331 59.543 60.299 57.225 58.988 58.263 58.569 57.719 57.311 57.838 57.343 58.228 58.203 56.698 58.244 57.924
tests/empty-file.scala, 2535, 2018-03-21T10:31:20Z, 2f78dac, 38.557, Wed Mar 21 12:46:17 CET 2018, 1679.294 197.325 145.179 115.943 96.753 58.002 51.443 47.658 45.295 43.907 42.650 41.086 41.879 41.075 40.346 40.385 39.883 40.731 39.841 40.247 40.517 38.802 39.861 38.834 40.246 38.866 39.360 39.348 38.624 40.391 , 38.564 39.305 38.566 38.988 39.189 38.344 39.389 38.327 38.664 38.996 38.181 38.657 37.884 38.436 38.900 37.792 38.550 37.736 38.315 37.852
tests/patmatexhaust.scala, 2535, 2018-03-21T10:31:20Z, 2f78dac, 278.6135, Wed Mar 21 12:50:23 CET 2018, 5560.730 1663.543 1711.657 1420.082 1273.441 1119.414 1007.503 941.621 759.274 580.178 650.523 588.761 440.131 422.081 407.151 390.258 440.670 361.704 355.636 355.590 5650.857 2190.808 1266.418 1081.099 923.728 798.010 773.812 808.150 573.157 541.941 463.798 419.601 520.246 523.373 397.418 428.539 359.170 358.052 421.629 367.033 5196.166 1713.915 1599.690 1244.075 1051.167 792.861 733.771 631.785 491.128 537.873 499.022 424.620 399.567 385.859 388.024 448.117 463.195 453.201 419.148 342.958 , 397.309 339.027 333.485 349.993 322.038 316.467 311.022 304.277 309.731 378.111 335.819 288.788 283.140 286.491 278.351 278.698 279.962 273.721 277.092 277.743 272.758 269.147 275.120 278.602 267.821 272.208 270.787 271.011 267.387 267.219 309.064 273.877 286.368 262.801 262.621 290.137 265.274 264.370 275.649 269.280 341.901 332.147 336.598 322.358 402.508 328.691 309.075 309.524 305.963 327.543 298.821 292.656 374.470 311.976 287.759 294.588 282.462 279.517 283.030 277.870 275.917 284.544 272.935 271.416 278.625 271.463 277.296 272.948 274.802 268.436 266.070 276.642 264.924 264.974 271.781 264.578 264.030 270.576 259.533 259.683 328.937 349.545 441.406 351.732 322.249 353.425 385.894 328.553 293.249 288.191 283.221 282.173 300.600 289.438 273.479 278.689 276.251 295.021 280.994 293.834 263.694 282.546 267.589 265.359 267.849 261.086 266.567 269.245 271.146 253.372 253.960 260.979 254.134 268.433 304.847 261.722 251.452 260.704 250.247 251.113
tests/exhaustivity-I.scala, 2535, 2018-03-21T10:31:20Z, 2f78dac, 158.9985, Wed Mar 21 12:54:09 CET 2018, 3982.497 1393.001 1011.975 1005.627 777.037 520.407 549.648 388.451 450.258 363.320 318.362 262.770 252.691 235.537 251.618 275.225 278.031 197.944 192.353 189.490 3913.972 1613.146 1273.928 711.726 698.434 618.040 584.067 540.703 458.095 314.247 277.429 295.859 338.666 318.624 241.884 259.910 202.387 195.507 190.575 183.735 3792.846 1418.660 1030.415 831.513 751.867 620.308 545.901 399.102 341.569 352.818 261.710 252.413 244.675 238.605 224.800 295.545 215.707 229.409 210.009 209.246 , 181.167 181.506 175.172 174.958 171.214 167.845 165.503 167.927 162.334 162.607 165.409 160.250 160.731 158.802 158.636 165.263 217.990 214.931 159.349 155.264 155.801 158.670 172.102 167.080 159.840 151.685 151.274 151.134 152.913 152.053 149.801 152.137 147.256 152.433 148.505 147.357 147.622 148.339 146.713 147.736 180.779 185.145 180.771 172.358 173.082 164.327 164.571 167.142 160.846 168.502 164.647 160.559 159.890 157.683 158.031 163.186 159.465 157.607 161.338 152.804 182.377 216.952 184.072 159.295 146.767 148.483 150.191 149.793 162.030 152.027 146.835 148.032 144.789 144.720 146.112 144.495 144.435 146.348 144.962 145.868 216.593 186.956 198.913 173.904 212.276 187.104 190.599 176.075 167.865 164.994 167.528 162.713 159.988 168.424 159.195 159.431 163.421 158.438 166.372 153.761 156.298 163.709 152.680 152.423 150.132 148.050 150.575 149.719 150.153 148.438 146.799 152.105 146.265 147.787 147.226 145.484 144.141 147.949 146.535 144.824
tests/exhaustivity-S.scala, 2535, 2018-03-21T10:31:20Z, 2f78dac, 292.6375, Wed Mar 21 12:58:09 CET 2018, 4025.516 1213.705 747.733 644.955 533.319 482.151 431.129 518.688 516.288 421.760 424.823 404.486 370.820 349.863 344.459 345.179 340.914 338.180 340.261 344.364 3959.146 1815.161 1145.812 808.844 644.810 685.731 441.820 380.226 365.792 350.144 342.272 357.212 328.809 327.345 320.522 315.825 308.865 309.294 304.501 301.553 3993.664 1737.832 739.513 649.982 506.260 453.204 433.541 464.916 510.836 378.721 335.486 360.474 425.710 420.810 344.319 321.227 307.309 305.620 307.132 302.961 , 343.476 329.447 327.780 354.054 322.356 319.086 329.092 326.733 327.249 324.745 313.455 314.058 344.957 323.737 310.957 312.297 312.573 309.513 308.062 311.070 306.901 305.488 304.318 306.192 305.644 304.369 304.814 306.903 308.550 304.595 309.120 303.251 305.760 301.843 304.949 303.755 341.619 304.479 301.081 299.409 298.656 313.382 308.217 293.940 298.064 300.022 290.619 289.805 289.058 288.184 290.024 314.828 294.259 308.554 352.224 290.733 286.281 302.247 287.470 303.323 286.248 292.403 289.851 289.547 283.930 291.766 283.189 286.702 282.768 288.651 282.570 282.790 282.032 293.426 285.552 283.358 280.707 288.033 282.823 279.161 308.672 325.560 296.978 295.002 292.761 291.681 295.391 290.765 289.894 291.990 300.830 291.399 286.888 286.843 285.041 285.574 291.912 287.542 284.019 283.579 285.043 284.731 284.333 286.202 286.480 292.514 281.946 283.086 288.587 282.048 281.075 281.877 281.526 281.988 279.692 277.599 278.443 279.365 282.245 283.689
tests/exhaustivity-T.scala, 2535, 2018-03-21T10:31:20Z, 2f78dac, 910.684, Wed Mar 21 13:03:31 CET 2018, 4954.192 2020.459 1573.766 1317.090 1388.637 1185.868 1142.785 1102.027 1077.354 1050.441 1109.312 1064.468 1385.438 1065.682 989.734 974.567 966.246 963.890 949.437 954.374 5437.875 2022.735 1548.239 1542.381 1357.733 1113.563 1092.958 1065.074 1240.058 1168.860 1072.343 1027.134 1028.070 973.847 948.013 1028.480 1150.228 962.513 1019.735 954.069 5045.108 2248.486 1430.223 1564.765 1413.302 1288.068 1207.313 1197.554 1369.244 1197.532 1208.868 1448.512 1211.653 1185.781 1090.307 1066.437 1114.094 1029.874 1029.773 1027.268 , 932.685 930.394 955.190 930.819 951.269 942.183 972.610 945.758 946.396 914.774 912.341 911.526 910.957 905.817 909.963 930.287 923.849 935.369 910.411 901.093 900.681 906.638 896.153 896.118 912.108 899.605 894.780 893.341 894.364 894.765 894.108 896.733 891.902 897.390 902.120 899.807 906.726 897.486 903.918 892.142 1003.464 918.164 921.506 904.480 907.805 898.407 909.736 898.617 905.113 903.129 893.314 897.935 888.429 881.483 884.694 883.421 876.342 874.163 875.998 877.960 874.511 877.437 879.043 871.293 872.297 868.863 867.697 868.083 880.728 872.018 894.590 866.355 870.765 880.715 863.434 864.292 863.694 863.168 863.854 866.655 1003.375 1014.586 1005.430 1007.736 972.020 963.740 1278.935 1041.041 984.621 1205.189 1311.275 992.094 967.013 1086.226 968.799 1031.967 1016.031 1059.681 951.422 949.198 948.232 948.927 942.555 940.948 938.692 934.010 946.547 939.338 938.540 934.161 949.111 944.050 934.461 934.643 1070.505 951.728 976.810 928.092 953.120 943.106
tests/exhaustivity-V.scala, 2535, 2018-03-21T10:31:20Z, 2f78dac, 2553.897, Wed Mar 21 13:11:25 CET 2018, 5777.605 4147.293 2917.594 2749.771 2867.379 2692.918 2878.852 2742.406 2716.955 2674.974 2856.365 2760.908 2744.512 2637.347 2731.203 2600.518 2585.065 2656.378 2625.816 2591.331 5309.129 3029.264 2581.996 2225.116 2237.390 2197.764 2165.606 2248.393 2369.984 2069.192 2104.034 2088.348 2121.372 2025.949 2004.885 2012.965 2008.646 2141.363 2003.457 1987.781 5270.364 4383.497 3380.096 3036.086 2990.763 2844.114 2892.926 2941.672 2867.375 2867.857 2917.384 2852.332 2770.781 2770.844 2780.389 2795.325 2812.818 2748.085 2749.156 2732.537 , 2614.926 2582.427 2574.147 2583.782 2583.879 2543.377 2557.430 2582.759 2655.943 2564.484 2584.424 2559.193 2572.015 2557.302 2547.512 2545.907 2569.539 2559.713 2587.889 2542.714 2533.479 2535.164 2541.704 2539.860 2580.499 2537.544 2528.054 2550.492 2549.859 2560.743 2557.525 2537.919 2535.344 2536.062 2535.352 2540.249 2562.416 2538.205 2523.060 2523.757 1974.394 1973.041 2005.653 2068.441 2238.655 1962.639 1967.147 1954.781 1966.621 1986.788 1971.539 1948.194 2044.819 1956.351 1948.347 1963.218 1968.631 1966.371 1941.845 1954.119 1944.473 1938.306 1964.354 1948.743 1950.611 1942.400 2003.488 1941.587 1938.436 1948.785 1954.129 1932.603 1945.440 1995.149 1923.955 1933.646 1923.155 1927.085 1953.293 1933.612 2735.374 2728.166 2727.304 2720.891 2726.069 2720.785 2752.135 2705.994 2714.703 2725.769 2734.536 2723.544 2708.593 2724.444 2692.177 2699.597 2700.857 2704.663 2696.913 2692.388 2695.541 2691.850 2740.045 2704.288 2698.383 2714.161 2746.015 2707.522 2709.185 2728.827 2705.470 2694.009 2735.650 2687.996 2690.916 2781.158 2694.614 2680.659 2701.421 2685.972
tests/implicitNums.scala, 2535, 2018-03-21T10:31:20Z, 2f78dac, 747.526, Wed Mar 21 13:13:04 CET 2018, 7607.964 3738.768 2640.891 1762.168 1565.702 1398.629 1301.998 1108.718 1096.229 1038.283 910.635 924.536 813.936 819.256 811.011 776.574 778.933 765.390 762.946 768.587 761.903 760.070 768.028 755.927 750.939 755.348 753.191 750.462 753.449 745.852 , 754.963 749.766 748.253 748.273 742.283 748.648 757.180 742.303 745.687 748.119 741.341 737.091 749.931 745.109 755.570 746.933 736.319 748.419 733.516 737.812
opts/implicitNums.scala, 2535, 2018-03-21T10:31:20Z, 2f78dac, 716.2275, Wed Mar 21 13:14:43 CET 2018, 6402.120 3945.828 3060.510 2451.650 1545.769 1782.160 1372.758 1023.889 1409.726 1229.770 1142.830 927.619 885.950 951.231 767.028 743.425 746.447 754.173 731.325 738.990 760.850 727.124 728.144 731.686 720.906 722.036 723.611 732.450 728.434 715.772 , 712.723 720.106 730.026 726.787 723.769 715.499 716.956 729.870 714.129 723.086 732.514 718.757 731.982 714.448 709.693 712.478 709.070 712.012 714.253 706.779
tests/power-macro/PowerInlined-1.scala, 2535, 2018-03-21T10:31:20Z, 2f78dac, 65.3525, Wed Mar 21 13:15:57 CET 2018, 2353.153 307.150 217.209 194.000 185.274 140.446 136.956 104.833 88.812 104.740 82.174 77.209 72.681 74.012 73.186 72.493 70.764 70.495 76.636 85.935 71.523 67.644 68.205 69.139 67.076 67.878 66.157 67.013 65.594 66.296 , 65.530 65.993 64.620 65.335 64.288 65.870 65.269 65.147 66.976 85.547 66.392 65.370 66.087 64.545 64.589 64.616 64.719 62.443 65.478 73.904
tests/power-macro/PowerInlined-1k.scala, 2535, 2018-03-21T10:31:20Z, 2f78dac, 328.6815, Wed Mar 21 13:17:18 CET 2018, 4603.439 1666.678 1050.278 812.923 695.687 483.899 437.139 467.723 439.189 406.615 391.240 435.840 402.064 419.513 358.599 413.537 395.809 357.230 339.349 337.569 336.041 336.815 333.609 337.767 337.378 333.416 331.675 333.374 328.051 329.253 , 338.620 329.733 327.427 333.720 326.560 324.806 328.188 324.068 324.946 338.309 341.172 329.175 331.173 364.555 345.555 325.157 365.835 322.830 322.344 325.153
